Time (s),Accel_X (g),Accel_Y (g),Accel_Z (g),Accel_Mag (g),Gyro_X (deg/s),Gyro_Y (deg/s),Gyro_Z (deg/s),Mag_X (mT),Mag_Y (mT),Mag_Z (mT),Pressure (mbar),P_Temp (C),Battery (V)
48.14,0.77676,0.12181,0.63914,1.0133,0.5,1.4,-0.1,-398.7,-275.7,-77.1,1000.8,20.21,3.87
48.15,0.77115,0.14628,0.67635,1.0361,0,2.1,-0.1,-410.7,-270.9,-84.3,1000.9,20.21,3.87
48.16,0.7686,0.17125,0.67074,1.0344,-0.7,-1.4,-0.7,-398.7,-280.5,-84.3,1000.8,20.21,3.87
48.17,0.78135,0.16514,0.62946,1.0169,-2,-3.2,0,-384.3,-266.1,-82.5,1000.9,20.21,3.87
48.18,0.79307,0.14016,0.60398,1.0067,0.1,0.1,0.7,-398.7,-282.9,-86.7,1000.8,20.21,3.87
48.19,0.8053,0.11825,0.62895,1.0286,1.5,3,0,-408.3,-268.5,-86.7,1000.8,20.21,3.87
48.2,0.78593,0.13303,0.67023,1.0414,0.1,2.9,-0.9,-408.3,-266.1,-78.3,1000.8,20.21,3.87
48.21,0.76707,0.16004,0.684,1.0401,-0.6,-0.6,-1.4,-393.9,-270.9,-85.5,1000.8,20.21,3.87
48.22,0.75637,0.17839,0.65596,1.017,-1,-2.4,-0.7,-401.1,-290.1,-77.7,1000.8,20.21,3.87
48.23,0.77319,0.16208,0.61315,1,-0.6,-0.7,1.2,-405.9,-273.3,-84.9,1000.8,20.21,3.87
48.24,0.81091,0.13201,0.60143,1.0182,-1.4,1,1.6,-410.7,-275.7,-81.3,1000.9,20.21,3.87
48.25,0.80479,0.10449,0.62232,1.0227,0.3,0.9,-0.9,-384.3,-270.9,-87.9,1000.9,20.21,3.87
48.26,0.78899,0.12283,0.67074,1.0428,1,2.1,-2.7,-413.1,-270.9,-84.3,1000.8,20.21,3.87
48.27,0.77268,0.16769,0.69164,1.0505,-0.5,1.2,-1.9,-405.9,-278.1,-74.1,1000.8,20.21,3.87
48.28,0.76453,0.1789,0.65749,1.0241,-0.7,-2.8,0.3,-405.9,-278.1,-83.1,1000.8,20.21,3.87
48.29,0.76504,0.16769,0.60907,0.99215,-3.2,-3.1,1.6,-417.9,-278.1,-82.5,1000.8,20.21,3.87
48.3,0.77472,0.1366,0.60194,0.99054,0,2,0.7,-405.9,-268.5,-80.7,1000.8,20.21,3.87
48.31,0.80938,0.12436,0.64016,1.0394,2.7,4.2,-0.6,-413.1,-280.5,-79.5,1000.8,20.21,3.87
48.32,0.81142,0.12181,0.67074,1.0598,1.6,1.8,-2.1,-408.3,-270.9,-84.3,1000.8,20.21,3.87
48.33,0.78593,0.15138,0.67686,1.0482,-3.3,-1.7,-1.4,-405.9,-273.3,-83.7,1000.9,20.21,3.87
48.34,0.75076,0.158,0.6473,1.0038,-1.6,-3.3,-0.1,-413.1,-261.3,-80.1,1000.8,20.21,3.87
48.35,0.76096,0.16972,0.62283,0.99789,-1.5,-1.4,0.4,-396.3,-275.7,-78.9,1000.8,20.21,3.87
48.36,0.78287,0.15392,0.61876,1.0097,1.5,1.7,0,-410.7,-273.3,-83.1,1000.8,20.21,3.87
48.37,0.80326,0.13303,0.6371,1.0338,1.6,2.8,-0.2,-401.1,-268.5,-81.9,1000.9,20.21,3.87
48.38,0.80734,0.11672,0.66412,1.0519,2.1,2.1,-0.9,-408.3,-278.1,-85.5,1000.8,20.21,3.87
48.39,0.78338,0.13201,0.66871,1.0384,-3.2,-0.3,-0.5,-391.5,-280.5,-80.7,1000.8,20.21,3.87
48.4,0.7686,0.15545,0.64577,1.0158,-3.4,-3.2,0.6,-398.7,-275.7,-78.3,1000.9,20.21,3.87
48.41,0.75943,0.16616,0.62029,0.99453,-0.4,-2.7,-0.8,-415.5,-270.9,-78.9,1000.9,20.21,3.87
48.42,0.77778,0.16106,0.62487,1.0106,2.1,1,-1.3,-410.7,-290.1,-80.7,1000.8,20.21,3.87
48.43,0.79715,0.13914,0.64271,1.0334,2.1,2.8,0.3,-410.7,-270.9,-81.9,1000.8,20.21,3.87
48.44,0.80377,0.12538,0.65698,1.0457,0.4,1.6,0.3,-410.7,-282.9,-80.1,1000.7,20.21,3.87
48.45,0.76962,0.1315,0.66004,1.0224,-1,-0.1,-0.5,-405.9,-273.3,-83.7,1000.8,20.21,3.87
48.46,0.77472,0.15647,0.65341,1.0255,-0.7,-1.2,-0.3,-396.3,-275.7,-81.3,1000.7,20.21,3.87
48.47,0.77625,0.16208,0.62946,1.0124,-0.4,-1.7,-0.1,-396.3,-278.1,-78.9,1000.8,20.21,3.87
48.48,0.79867,0.15596,0.61264,1.0186,-1.5,-1,0.3,-410.7,-278.1,-77.7,1000.8,20.21,3.87
48.49,0.78491,0.13048,0.62232,1.0101,1.7,1.8,-0.3,-413.1,-280.5,-79.5,1000.8,20.21,3.87
48.5,0.7844,0.13252,0.66871,1.0392,2.8,3.4,-1.2,-405.9,-275.7,-83.1,1000.8,20.21,3.87
48.51,0.76402,0.14679,0.68705,1.0379,0.1,1,-1.2,-401.1,-282.9,-84.9,1001,20.21,3.87
48.52,0.77217,0.16667,0.66259,1.031,-3.9,-2.6,-0.1,-401.1,-266.1,-78.3,1000.9,20.21,3.87
48.53,0.78033,0.15698,0.61213,1.0041,-0.9,-2.8,-0.3,-401.1,-280.5,-78.3,1000.9,20.21,3.87
48.54,0.8053,0.14169,0.60041,1.0144,-0.1,0.4,0.3,-403.5,-275.7,-86.1,1000.8,20.21,3.86
48.55,0.80122,0.11927,0.62385,1.0224,1.5,3.3,1,-396.3,-266.1,-83.1,1000.8,20.21,3.86
48.56,0.78389,0.1315,0.66616,1.0371,1,2.3,-0.3,-410.7,-280.5,-81.9,1000.8,20.21,3.86
48.57,0.75841,0.15596,0.68298,1.0325,1.2,0,-2.2,-396.3,-278.1,-91.5,1000.8,20.21,3.86
48.58,0.76249,0.17074,0.66565,1.0265,0.1,-1.2,-1.5,-393.9,-273.3,-83.1,1000.9,20.21,3.86
48.59,0.79562,0.16412,0.62691,1.0261,-3,-1.9,0.7,-403.5,-268.5,-81.3,1000.8,20.21,3.86
48.6,0.79562,0.13456,0.5948,1.0024,-4.2,-1.6,1.2,-393.9,-263.7,-85.5,1000.8,20.21,3.86
48.61,0.79103,0.11366,0.6157,1.0088,-0.5,0.9,-0.2,-405.9,-282.9,-85.5,1000.8,20.21,3.86
48.62,0.77472,0.13099,0.66871,1.0318,3.5,3.4,-2.6,-391.5,-278.1,-77.7,1000.8,20.21,3.86
48.63,0.77421,0.16514,0.6998,1.0566,2.1,1.4,-2,-415.5,-270.9,-83.1,1000.8,20.21,3.86
48.64,0.76911,0.17125,0.66463,1.0308,-3.1,-2.4,0.6,-401.1,-270.9,-76.5,1000.9,20.21,3.86
48.65,0.78389,0.14832,0.6055,1.0016,-3.1,-3.2,1.3,-408.3,-275.7,-86.7,1000.8,20.21,3.86
48.66,0.79715,0.1264,0.59633,1.0035,-0.7,0.2,0.7,-398.7,-270.9,-78.3,1000.8,20.21,3.86
48.67,0.80428,0.12181,0.63863,1.0342,1.4,3.5,0,-396.3,-270.9,-85.5,1000.9,20.21,3.86
48.68,0.78084,0.14067,0.67941,1.0446,2.1,2.6,-1.2,-398.7,-270.9,-83.1,1000.8,20.21,3.86
48.69,0.7528,0.16718,0.67635,1.0257,1.7,-0.6,-2.3,-403.5,-287.7,-85.5,1000.8,20.21,3.86
48.7,0.7579,0.16718,0.64322,1.008,0.9,-2.1,-0.3,-415.5,-270.9,-83.7,1000.8,20.21,3.86
48.71,0.79052,0.15749,0.61162,1.0118,-2.4,-0.9,1.5,-389.1,-270.9,-80.7,1000.9,20.21,3.86
48.72,0.79918,0.12793,0.6055,1.0108,-2,1.2,1.2,-413.1,-273.3,-84.9,1000.8,20.21,3.86
48.73,0.80122,0.11774,0.63812,1.031,0.3,1.9,-0.7,-389.1,-273.3,-86.7,1000.9,20.21,3.86
48.74,0.77931,0.13354,0.67482,1.0395,2,1.5,-2.6,-410.7,-273.3,-83.1,1000.8,20.21,3.86
48.75,0.77472,0.16667,0.68451,1.0471,-0.2,-1.7,-1.5,-396.3,-268.5,-79.5,1000.8,20.21,3.86
48.76,0.75484,0.17074,0.64169,1.0053,-1.7,-3.5,0.4,-408.3,-270.9,-87.3,1000.9,20.21,3.86
48.77,0.77217,0.15596,0.60856,0.99545,-0.6,-0.5,0.9,-403.5,-280.5,-81.9,1000.7,20.21,3.86
48.78,0.77217,0.15596,0.60856,0.99545,-0.6,-0.5,0.9,-403.5,-280.5,-81.9,1000.8,20.21,3.86
48.79,0.80122,0.13201,0.61927,1.0212,1.8,4.1,0.3,-413.1,-273.3,-81.9,1000.8,20.21,3.86
48.8,0.81855,0.11621,0.65494,1.0547,0.2,3.9,-0.1,-393.9,-275.7,-80.7,1000.9,20.21,3.86
48.81,0.79511,0.12334,0.67023,1.0472,-3.2,-0.7,-0.9,-405.9,-282.9,-78.3,1000.9,20.21,3.86
48.82,0.75535,0.14985,0.65953,1.0139,-2.2,-3.5,-1.9,-396.3,-273.3,-83.7,1000.9,20.21,3.86
48.83,0.74924,0.17074,0.64118,1.0008,1.3,-2.1,-0.7,-403.5,-263.7,-82.5,1000.8,20.21,3.86
48.84,0.78236,0.17533,0.62589,1.0171,-0.3,0.8,0.9,-403.5,-266.1,-81.9,1000.8,20.21,3.86
48.85,0.80734,0.14424,0.62232,1.0295,-0.7,1.4,0.7,-393.9,-273.3,-80.1,1000.8,20.21,3.86
48.86,0.80683,0.11111,0.63863,1.035,-0.1,1.4,-0.4,-398.7,-275.7,-84.3,1000.7,20.21,3.86
48.87,0.78746,0.11774,0.67023,1.0408,-0.1,1.7,-0.6,-410.7,-268.5,-80.7,1000.8,20.21,3.86
48.88,0.76147,0.15291,0.67686,1.0302,-0.9,-0.8,-1,-403.5,-275.7,-79.5,1000.8,20.21,3.86
48.89,0.75637,0.1738,0.64475,1.009,0.2,-3.1,-1.3,-398.7,-275.7,-76.5,1000.7,20.21,3.86
48.9,0.76758,0.16769,0.61927,1.0004,0.4,-0.8,-0.5,-393.9,-292.5,-83.7,1000.8,20.21,3.86
48.91,0.80122,0.14118,0.62487,1.0258,0.3,2.4,0.4,-393.9,-280.5,-81.3,1000.8,20.21,3.86
48.92,0.80479,0.11723,0.64628,1.0388,-0.1,2.2,0.5,-408.3,-275.7,-86.1,1000.8,20.21,3.86
48.93,0.79001,0.11774,0.66208,1.0375,0.6,0.6,-0.6,-408.3,-273.3,-79.5,1000.8,20.21,3.86
48.94,0.76555,0.1524,0.66361,1.0245,1.1,-0.6,-1.2,-415.5,-263.7,-85.5,1000.8,20.21,3.86
48.95,0.76758,0.17176,0.64679,1.0183,0,-1.4,-0.3,-413.1,-263.7,-81.9,1000.7,20.21,3.86
48.96,0.7788,0.16361,0.61774,1.0074,-2.2,-1.4,0.7,-401.1,-270.9,-87.3,1000.8,20.21,3.86
48.97,0.78389,0.13812,0.61366,1.0051,0,0.9,0,-405.9,-270.9,-80.1,1000.8,20.21,3.86
48.98,0.7946,0.12895,0.64577,1.032,3.2,2.9,-0.8,-403.5,-287.7,-80.7,1000.9,20.21,3.86
48.99,0.79205,0.13812,0.67941,1.0526,2.5,2,-1.4,-401.1,-280.5,-82.5,1000.8,20.21,3.86
49,0.7844,0.14934,0.66565,1.0396,-3.1,-2,-0.2,-403.5,-285.3,-80.7,1000.8,20.22,3.86
49.01,0.76555,0.14577,0.62283,0.99761,-5.3,-4.4,0.3,-410.7,-285.3,-88.5,1000.9,20.22,3.86
49.02,0.77421,0.14577,0.61315,0.9983,-0.6,-1.5,-0.7,-403.5,-273.3,-84.9,1000.9,20.22,3.86
49.03,0.78746,0.15138,0.64424,1.0286,4.8,2.8,-2,-398.7,-270.9,-79.5,1000.8,20.22,3.86
49.04,0.79817,0.15851,0.67584,1.0578,2.2,2.6,-0.2,-408.3,-273.3,-80.7,1000.9,20.22,3.86
49.05,0.77778,0.13965,0.66208,1.0309,0,-0.4,1.3,-398.7,-285.3,-83.1,1000.9,20.22,3.86
49.06,0.77319,0.12793,0.6315,1.0065,-2.5,-1.1,0.3,-391.5,-280.5,-80.1,1000.9,20.22,3.86
49.07,0.78644,0.12793,0.62436,1.0123,-1,0.3,0,-405.9,-263.7,-85.5,1000.8,20.22,3.86
49.08,0.79918,0.14526,0.6366,1.032,0.4,1.2,-0.3,-408.3,-273.3,-87.3,1000.8,20.22,3.86
49.09,0.78338,0.15953,0.64373,1.0264,1.6,-0.1,-1.6,-398.7,-278.1,-83.1,1000.9,20.22,3.86
49.1,0.76606,0.15902,0.65698,1.0216,1.7,-0.5,-1.2,-401.1,-266.1,-84.9,1000.8,20.22,3.86
49.11,0.76147,0.14832,0.658,1.0173,0.1,0.3,0,-401.1,-266.1,-81.3,1000.9,20.22,3.86
49.12,0.78236,0.13863,0.64067,1.0207,-2,-0.5,0.4,-391.5,-297.3,-87.9,1000.8,20.22,3.86
49.13,0.79154,0.13405,0.62487,1.0173,-0.9,0.3,0,-410.7,-278.1,-84.3,1000.9,20.22,3.86
49.14,0.80377,0.14067,0.63099,1.0315,0.7,1.6,0,-413.1,-268.5,-88.5,1000.9,20.22,3.86
49.15,0.80173,0.14883,0.64781,1.0414,-0.4,-0.1,-0.5,-410.7,-278.1,-79.5,1000.9,20.22,3.86
49.16,0.76504,0.15087,0.64934,1.0147,-0.3,-2.3,-1.8,-417.9,-280.5,-81.9,1000.8,20.22,3.86
49.17,0.75382,0.15036,0.65189,1.0079,0.9,-0.9,-1.3,-401.1,-268.5,-89.7,1000.9,20.22,3.86
49.18,0.77115,0.14985,0.66106,1.0267,1,1.4,-0.2,-415.5,-270.9,-84.9,1000.8,20.22,3.86
49.19,0.78287,0.1473,0.64832,1.0271,0.1,1.7,0.8,-398.7,-268.5,-77.1,1000.8,20.22,3.86
49.2,0.80479,0.14271,0.63405,1.0344,-1.9,0.6,1.2,-396.3,-280.5,-83.7,1000.9,20.22,3.86
49.21,0.79358,0.1315,0.62283,1.0173,-0.3,-0.5,-0.7,-413.1,-268.5,-80.1,1000.8,20.22,3.86
49.22,0.78542,0.13812,0.63812,1.0214,1,-0.3,-2,-403.5,-282.9,-81.9,1000.9,20.22,3.86
49.23,0.77472,0.14526,0.66055,1.0284,1,0.2,-1,-408.3,-266.1,-72.3,1000.8,20.22,3.86
49.24,0.7686,0.1473,0.66259,1.0254,-0.9,-0.9,0,-398.7,-273.3,-81.3,1000.7,20.22,3.86
49.25,0.76147,0.15953,0.64577,1.0111,-1,-1,0.3,-408.3,-285.3,-89.1,1000.8,20.22,3.86
49.26,0.79103,0.16718,0.63405,1.0275,0.5,1.4,-0.1,-398.7,-270.9,-81.9,1000.8,20.22,3.86
49.27,0.80326,0.14679,0.62793,1.0301,0.9,0.9,0.4,-393.9,-287.7,-85.5,1000.8,20.22,3.86
49.28,0.78287,0.12997,0.63354,1.0155,-1.1,-0.6,0,-403.5,-266.1,-78.9,1000.9,20.22,3.86
49.29,0.76555,0.12385,0.65494,1.0151,1.4,0.4,-1.4,-405.9,-268.5,-84.3,1000.8,20.22,3.86
49.3,0.77523,0.14628,0.66871,1.0342,0.7,0.7,-1,-401.1,-266.1,-80.1,1000.9,20.22,3.86
49.31,0.79103,0.15443,0.65545,1.0388,-1,-1,-0.1,-393.9,-275.7,-86.1,1000.8,20.22,3.86
49.32,0.79154,0.15189,0.61876,1.0161,-2.6,-2.1,0,-405.9,-273.3,-81.3,1000.8,20.22,3.86
49.33,0.79103,0.14271,0.6213,1.0159,1.2,0.2,0,-393.9,-258.9,-79.5,1000.9,20.22,3.86
49.34,0.7788,0.13965,0.65698,1.0284,1.8,2.8,-0.6,-403.5,-275.7,-80.1,1000.8,20.22,3.86
49.35,0.7788,0.13965,0.68145,1.0442,1,1.1,-0.4,-413.1,-282.9,-86.7,1000.8,20.22,3.86
49.36,0.76453,0.14985,0.65902,1.0204,-1.1,-1.6,-0.8,-401.1,-278.1,-81.3,1000.8,20.22,3.86
49.37,0.78236,0.15189,0.62589,1.0134,0.2,-0.7,-0.5,-398.7,-278.1,-84.9,1000.9,20.22,3.86
49.38,0.79613,0.14934,0.6157,1.0174,-0.3,2,0.9,-396.3,-290.1,-84.3,1000.9,20.22,3.86
49.39,0.8002,0.13863,0.63048,1.0281,-0.8,1.8,1.3,-405.9,-285.3,-86.7,1000.8,20.22,3.86
49.4,0.77574,0.12691,0.65392,1.0225,0,-0.2,-1.2,-391.5,-266.1,-82.5,1000.9,20.22,3.86
49.41,0.76504,0.14526,0.67839,1.0328,1.3,-1.2,-3.6,-405.9,-268.5,-78.9,1000.8,20.22,3.86
49.42,0.77268,0.16259,0.66871,1.0347,0.3,-1,-1.9,-398.7,-287.7,-83.1,1000.8,20.22,3.86
49.43,0.79664,0.16106,0.62844,1.0274,-2.4,-1.9,0.9,-403.5,-270.9,-82.5,1000.8,20.22,3.86
49.44,0.78338,0.1366,0.59939,0.9958,-2.1,-0.1,0.9,-405.9,-282.9,-79.5,1000.9,20.22,3.86
49.45,0.78644,0.13252,0.62538,1.0135,0.8,3.9,0.7,-417.9,-268.5,-83.7,1000.8,20.22,3.86
49.46,0.78593,0.13252,0.67074,1.0417,2.3,3.7,-0.1,-422.7,-263.7,-83.7,1000.8,20.22,3.86
49.47,0.78746,0.15189,0.68043,1.0517,-2.9,-2.4,-2.1,-405.9,-275.7,-81.9,1000.7,20.22,3.86
49.48,0.75688,0.15189,0.65189,1.0104,-1.7,-5,-2.6,-398.7,-273.3,-77.7,1000.8,20.22,3.86
49.49,0.77115,0.15596,0.62538,1.005,0.6,-0.2,0,-408.3,-278.1,-78.9,1000.8,20.22,3.86
49.5,0.79205,0.14883,0.62487,1.0198,0.9,4,1.5,-403.5,-263.7,-88.5,1000.8,20.23,3.86
49.51,0.79817,0.13507,0.63558,1.0292,-1.4,2.5,1.9,-415.5,-275.7,-83.7,1000.9,20.23,3.86
49.52,0.77268,0.1213,0.65087,1.0175,-0.6,-0.4,-0.4,-386.7,-273.3,-80.7,1000.9,20.23,3.86
49.53,0.77676,0.13609,0.66718,1.033,3.5,-1.3,-3.4,-422.7,-268.5,-87.3,1000.9,20.23,3.86
49.54,0.78899,0.16361,0.66565,1.0452,2.7,-0.6,-2.3,-389.1,-278.1,-86.1,1001,20.23,3.86
49.55,0.78848,0.16412,0.63609,1.0263,-2.9,-0.6,2,-410.7,-278.1,-78.9,1000.9,20.23,3.86
49.56,0.7737,0.13812,0.60041,0.98903,-4.3,-0.7,2.7,-384.3,-270.9,-84.3,1001,20.23,3.86
49.57,0.7737,0.12538,0.61315,0.99513,0.4,2,-0.6,-408.3,-268.5,-86.7,1000.9,20.23,3.86
49.58,0.79358,0.13761,0.66972,1.0475,4.6,3.6,-1.8,-405.9,-285.3,-82.5,1000.8,20.23,3.86
49.59,0.78644,0.158,0.69266,1.0598,1.4,-0.4,-1.7,-415.5,-280.5,-86.1,1000.9,20.23,3.86
49.6,0.76249,0.16259,0.6631,1.0235,-3.1,-4.3,-1.6,-410.7,-275.7,-87.9,1000.9,20.23,3.86
49.61,0.75892,0.14985,0.6213,0.99219,-1.7,-2.2,0,-415.5,-275.7,-78.9,1000.8,20.23,3.86
49.62,0.8053,0.13965,0.60958,1.0196,-1,1.8,1,-417.9,-273.3,-78.3,1000.9,20.23,3.86
49.63,0.8104,0.12181,0.62385,1.0299,0.9,2.7,0.4,-410.7,-273.3,-82.5,1000.8,20.23,3.86
49.64,0.79052,0.12946,0.66106,1.0386,1.2,1.8,-0.7,-405.9,-268.5,-84.3,1000.9,20.23,3.86
49.65,0.763,0.15698,0.6789,1.0333,3.1,0.4,-0.9,-410.7,-282.9,-80.1,1000.8,20.23,3.86
49.66,0.76147,0.1682,0.66055,1.022,1.8,-1.4,-1,-408.3,-278.1,-79.5,1000.8,20.23,3.86
49.67,0.77217,0.16106,0.63405,1.012,-2.8,-2.5,-0.5,-417.9,-270.9,-85.5,1000.9,20.23,3.86
49.68,0.77217,0.16106,0.63405,1.012,-2.8,-2.5,-0.5,-417.9,-270.9,-85.5,1000.8,20.23,3.86
49.69,0.79052,0.13405,0.61315,1.0094,-2.9,-0.6,0.4,-405.9,-280.5,-83.7,1000.8,20.23,3.86
49.7,0.79562,0.11723,0.62487,1.0184,-0.1,1.8,0.3,-415.5,-266.1,-82.5,1000.8,20.23,3.86
49.71,0.78848,0.12538,0.66208,1.0372,2.1,2.3,-1.2,-410.7,-258.9,-82.5,1000.8,20.23,3.86
49.72,0.76962,0.15902,0.67941,1.0388,0.9,-0.2,-1.5,-403.5,-273.3,-86.1,1000.9,20.23,3.86
49.73,0.76096,0.16922,0.65902,1.0208,-0.4,-2.7,-1.7,-401.1,-275.7,-80.7,1000.8,20.23,3.86
49.74,0.77829,0.15392,0.62793,1.0118,-2,-2.7,-0.6,-408.3,-270.9,-75.9,1000.8,20.23,3.86
49.75,0.80275,0.1264,0.61417,1.0186,-0.6,0.9,1.4,-408.3,-270.9,-84.9,1000.9,20.23,3.86
49.76,0.80938,0.12232,0.63405,1.0354,-1.9,2.9,2.1,-413.1,-275.7,-83.7,1000.7,20.23,3.86
49.77,0.7737,0.13099,0.65189,1.0202,2.4,2.3,0.7,-389.1,-280.5,-84.9,1000.8,20.23,3.86
49.78,0.7528,0.16565,0.66871,1.0205,3.2,1,-2,-408.3,-270.9,-83.7,1000.9,20.23,3.86
49.79,0.76147,0.17482,0.65698,1.0208,2.3,-0.8,-2.1,-408.3,-268.5,-81.9,1000.8,20.23,3.86
49.8,0.78542,0.16004,0.62589,1.017,-4,-2.3,-0.1,-391.5,-263.7,-78.9,1000.9,20.23,3.86
49.81,0.79918,0.12232,0.61111,1.0135,-2.9,-1.8,1,-403.5,-275.7,-80.1,1000.8,20.23,3.86
49.82,0.8053,0.11468,0.63099,1.0295,-0.4,0.9,-0.3,-405.9,-278.1,-81.3,1000.9,20.23,3.86
49.83,0.78033,0.13609,0.66412,1.0337,3.5,2.9,-0.9,-401.1,-278.1,-83.7,1000.8,20.23,3.86
49.84,0.77319,0.17125,0.67584,1.0411,1.8,1.4,-0.9,-396.3,-266.1,-77.7,1000.9,20.23,3.86
49.85,0.75739,0.17431,0.65087,1.0137,0.4,-2.4,-0.9,-408.3,-270.9,-82.5,1000.8,20.23,3.86
49.86,0.77268,0.15087,0.62538,1.0054,-1.4,-2.5,-0.9,-413.1,-278.1,-78.9,1000.9,20.23,3.86
49.87,0.79817,0.12029,0.61723,1.0161,-0.9,1.2,1.4,-401.1,-282.9,-81.9,1000.9,20.23,3.86
49.88,0.81244,0.11009,0.64271,1.0418,0.5,3.2,1.5,-410.7,-287.7,-75.9,1000.9,20.23,3.86
49.89,0.77523,0.1371,0.67176,1.0349,-0.6,1.5,-1.2,-413.1,-287.7,-79.5,1000.7,20.23,3.86
49.9,0.75229,0.1682,0.67431,1.0242,0.3,-0.9,-2.2,-405.9,-275.7,-84.9,1000.8,20.23,3.86
49.91,0.76606,0.17584,0.65087,1.0205,0.1,-2.6,-1.5,-389.1,-278.1,-86.1,1000.8,20.23,3.86
49.92,0.79154,0.15341,0.61468,1.0139,-1.2,-2.6,-0.2,-389.1,-275.7,-82.5,1000.9,20.23,3.86
49.93,0.79613,0.12385,0.61009,1.0106,-1,0.8,1.1,-396.3,-275.7,-81.9,1000.8,20.23,3.86
49.94,0.80173,0.11417,0.64781,1.037,0.5,4.2,0.9,-393.9,-282.9,-80.1,1000.8,20.23,3.86
49.95,0.78848,0.13863,0.67737,1.0487,-0.2,2.9,-0.3,-398.7,-280.5,-79.5,1000.9,20.23,3.86
49.96,0.77268,0.16106,0.66718,1.0335,-1.2,-2.4,-1.3,-401.1,-270.9,-80.1,1000.9,20.23,3.86
49.97,0.7579,0.16514,0.63405,1.0018,-1.6,-4.4,-1.4,-403.5,-275.7,-87.3,1000.8,20.23,3.86
49.98,0.76045,0.15291,0.62334,0.9951,0.6,-0.9,-0.5,-386.7,-273.3,-83.1,1000.9,20.23,3.86
49.99,0.80122,0.13405,0.6422,1.0355,2.6,3.1,-0.2,-398.7,-292.5,-84.3,1000.7,20.23,3.86
50,0.8104,0.12029,0.65596,1.0495,-0.1,2.5,0,-386.7,-280.5,-77.7,1000.7,20.22,3.86
50.01,0.78899,0.12793,0.65392,1.0327,-0.5,0.2,0,-405.9,-266.1,-79.5,1000.7,20.22,3.86
50.02,0.76147,0.15596,0.65036,1.0135,-0.1,-0.3,-0.2,-403.5,-292.5,-82.5,1000.8,20.22,3.86
50.03,0.76249,0.17278,0.64118,1.0111,0.3,-0.4,-0.3,-403.5,-273.3,-80.1,1000.9,20.22,3.86
50.04,0.78135,0.16106,0.62895,1.0159,0.6,-1.1,-0.3,-393.9,-273.3,-86.7,1000.8,20.22,3.86
50.05,0.8002,0.13863,0.62844,1.0269,0.8,0,-0.7,-398.7,-270.9,-82.5,1000.8,20.22,3.86
50.06,0.79664,0.11774,0.64475,1.0316,0.9,2.4,-0.1,-410.7,-258.9,-80.1,1001,20.22,3.86
50.07,0.7844,0.13456,0.66412,1.0366,-1.2,2.3,1.1,-408.3,-280.5,-81.9,1000.8,20.22,3.86
50.08,0.75943,0.15189,0.65902,1.0169,-1.2,-1,-0.3,-396.3,-268.5,-86.7,1000.8,20.22,3.86
50.09,0.75892,0.16157,0.64118,1.0066,-2.2,-4,-2.1,-391.5,-273.3,-78.9,1000.9,20.22,3.86
50.1,0.78389,0.14985,0.63354,1.019,0.6,-2,-2,-389.1,-280.5,-81.9,1000.8,20.22,3.86
50.11,0.80683,0.13863,0.64169,1.0402,2.1,1.5,-0.7,-398.7,-273.3,-78.3,1000.7,20.22,3.86
50.12,0.80734,0.12895,0.65138,1.0453,1.5,2.1,0.6,-401.1,-275.7,-78.9,1000.8,20.22,3.86
50.13,0.77625,0.13405,0.65596,1.0251,-1.7,1.4,1.2,-403.5,-280.5,-86.1,1000.8,20.22,3.86
50.14,0.75433,0.14475,0.65138,1.0071,-0.3,0.1,0.6,-393.9,-282.9,-89.1,1000.8,20.22,3.86
50.15,0.76758,0.15851,0.64271,1.0136,-0.5,-0.9,-0.5,-408.3,-261.3,-83.7,1000.9,20.22,3.86
50.16,0.79969,0.15138,0.63405,1.0317,0.7,-1.4,-1.2,-401.1,-270.9,-82.5,1000.8,20.22,3.86
50.17,0.79409,0.13609,0.63405,1.0252,1.2,0.4,-1.4,-403.5,-270.9,-78.9,1000.7,20.22,3.86
50.18,0.78542,0.13201,0.65189,1.0292,0.3,1.8,0.2,-398.7,-290.1,-88.5,1000.8,20.22,3.86
50.19,0.77166,0.13863,0.66616,1.0288,-1,0.6,0.1,-393.9,-290.1,-87.3,1000.8,20.22,3.86
50.2,0.76147,0.15189,0.65494,1.0158,-1.1,-2,-0.9,-398.7,-268.5,-83.7,1000.8,20.22,3.86
50.21,0.77319,0.16106,0.63558,1.0138,-0.1,-0.8,-0.9,-398.7,-290.1,-92.1,1000.8,20.22,3.86
50.22,0.80734,0.14577,0.62436,1.031,1.5,1.2,0.1,-415.5,-275.7,-84.9,1000.8,20.22,3.86
50.23,0.80887,0.13048,0.62895,1.0329,0.9,0.9,-0.1,-413.1,-254.1,-81.3,1000.8,20.22,3.86
50.24,0.77166,0.12946,0.64577,1.0145,-0.5,0.9,-0.1,-405.9,-273.3,-82.5,1000.8,20.22,3.86
50.25,0.76504,0.14424,0.66922,1.0266,0.7,1.2,0,-408.3,-278.1,-81.9,1000.8,20.22,3.86
50.26,0.76707,0.16157,0.65953,1.0244,-1.1,-1.4,-0.4,-396.3,-278.1,-85.5,1000.8,20.22,3.86
50.27,0.77472,0.15443,0.62742,1.0088,-0.9,-1.9,-0.3,-405.9,-273.3,-81.3,1000.9,20.22,3.86
