Time (s),Accel_X (g),Accel_Y (g),Accel_Z (g),Accel_Mag (g),Gyro_X (deg/s),Gyro_Y (deg/s),Gyro_Z (deg/s),Mag_X (mT),Mag_Y (mT),Mag_Z (mT),Pressure (mbar),P_Temp (C),Battery (V)
157.12,0.75025,0.084098,0.68247,1.0177,-1.4,-2.9,-2.4,-413.1,-282.9,-77.1,1000.2,20.32,3.84
157.13,0.75127,0.10856,0.66055,1.0062,0.1,-1.2,-0.9,-403.5,-280.5,-80.7,1000.1,20.32,3.84
157.14,0.74516,0.1264,0.65698,1.0014,0.2,1.2,0.9,-410.7,-273.3,-82.5,1000.2,20.32,3.84
157.15,0.75331,0.11162,0.67635,1.0185,0.6,2.8,1.5,-413.1,-270.9,-84.9,1000.1,20.32,3.84
157.16,0.76453,0.093272,0.69062,1.0345,1.4,1.9,0.2,-396.3,-270.9,-79.5,1000.2,20.32,3.84
157.17,0.77268,0.074414,0.684,1.0346,-0.6,-1,-1.2,-410.7,-270.9,-86.7,1000.1,20.32,3.84
157.18,0.75229,0.08104,0.66259,1.0058,-2.6,-2.1,-1.2,-401.1,-282.9,-83.7,1000.1,20.32,3.84
157.19,0.75178,0.1055,0.66769,1.011,0,-1.1,-0.8,-403.5,-270.9,-83.1,1000.1,20.32,3.84
157.2,0.74618,0.12589,0.68807,1.0228,1.6,0,-0.9,-391.5,-254.1,-86.1,1000,20.32,3.84
157.21,0.74363,0.11621,0.70133,1.0288,0.6,1.5,0.3,-393.9,-254.1,-84.3,1000.2,20.32,3.84
157.22,0.75688,0.10041,0.6896,1.0288,0.5,1.2,0.6,-403.5,-263.7,-86.1,1000.2,20.32,3.84
157.23,0.77115,0.085117,0.66208,1.0199,-0.8,0,-0.3,-393.9,-263.7,-84.3,1000.1,20.32,3.84
157.24,0.77268,0.074924,0.65189,1.0137,-0.9,-0.4,-0.3,-408.3,-266.1,-81.9,1000.1,20.32,3.84
157.25,0.76096,0.08053,0.67125,1.0179,0.1,0.4,-0.7,-398.7,-270.9,-78.3,1000.1,20.32,3.84
157.26,0.74159,0.10499,0.6947,1.0216,0.3,-0.4,-0.6,-417.9,-263.7,-81.3,1000.1,20.32,3.84
157.27,0.73751,0.12691,0.69164,1.019,-0.5,-0.3,-0.4,-398.7,-278.1,-83.1,1000.2,20.32,3.84
157.28,0.75127,0.12538,0.67839,1.02,1,0,0,-396.3,-275.7,-78.9,1000.1,20.32,3.84
157.29,0.77115,0.10092,0.66004,1.0201,-0.3,-0.1,-0.6,-410.7,-278.1,-84.9,1000.1,20.32,3.84
157.3,0.76962,0.066769,0.65698,1.0141,-0.4,0.3,-0.4,-403.5,-263.7,-85.5,1000.2,20.32,3.84
157.31,0.76606,0.071865,0.68756,1.0319,0.8,1,-0.4,-417.9,-275.7,-89.7,1000.2,20.32,3.84
157.32,0.74057,0.10398,0.70489,1.0277,-0.5,-0.2,0.2,-415.5,-266.1,-87.9,1000,20.32,3.84
157.33,0.7314,0.13099,0.69164,1.0151,-0.7,-0.9,-0.1,-408.3,-270.9,-80.1,1000.1,20.32,3.84
157.34,0.74873,0.13354,0.66259,1.0087,1,-0.3,-1,-401.1,-275.7,-86.1,1000.2,20.32,3.84
157.35,0.78338,0.09633,0.65291,1.0243,1.2,1.2,-0.3,-398.7,-261.3,-80.1,1000.2,20.32,3.84
157.36,0.7844,0.051478,0.66463,1.0294,-1.5,2.1,1.1,-405.9,-256.5,-82.5,1000.1,20.32,3.84
157.37,0.76045,0.053517,0.69062,1.0286,-1,0.1,0.1,-415.5,-285.3,-86.1,1000.2,20.32,3.84
157.38,0.72834,0.10092,0.70336,1.0175,-0.5,-1.8,-1.6,-405.9,-273.3,-84.9,1000.2,20.32,3.84
157.39,0.73445,0.15138,0.68552,1.016,1.7,-1.9,-1.8,-398.7,-266.1,-88.5,1000.2,20.32,3.84
157.4,0.75637,0.15138,0.66616,1.0192,2.1,-0.4,-1.1,-408.3,-280.5,-81.3,1000.1,20.32,3.84
157.41,0.77319,0.10398,0.65545,1.0189,0,1,0.7,-413.1,-273.3,-80.7,1000.1,20.32,3.84
157.42,0.76911,0.049439,0.66463,1.0177,-0.6,2.9,1.7,-415.5,-273.3,-83.1,1000.3,20.32,3.84
157.43,0.75484,0.057085,0.69062,1.0247,-0.7,1,0.6,-403.5,-263.7,-86.1,1000.1,20.32,3.84
157.44,0.73242,0.10398,0.70387,1.0211,0.8,-0.9,-1.6,-379.5,-282.9,-81.3,1000.1,20.32,3.84
157.45,0.74822,0.14322,0.68043,1.0214,0.4,-2.3,-1.7,-405.9,-258.9,-86.1,1000.2,20.32,3.84
157.46,0.76249,0.12742,0.6473,1.0083,0.8,-1.3,-1.5,-396.3,-278.1,-81.9,1000.1,20.32,3.84
157.47,0.78033,0.086137,0.64883,1.0185,-1.3,0.6,0.4,-408.3,-282.9,-83.7,1000.2,20.32,3.84
157.48,0.76096,0.050968,0.68298,1.0238,0.7,3.1,1.4,-396.3,-263.7,-79.5,1000.1,20.32,3.84
157.49,0.7472,0.070846,0.71814,1.0388,-0.4,0.8,0.1,-401.1,-268.5,-87.9,1000.1,20.32,3.84
157.5,0.72987,0.1157,0.70897,1.0241,-0.4,-2.3,-1.7,-415.5,-261.3,-84.3,1000.2,20.34,3.84
157.51,0.75331,0.14883,0.66667,1.0169,-2.1,-1.7,-1.4,-408.3,-263.7,-81.9,1000.3,20.34,3.84
157.52,0.77574,0.12436,0.6315,1.008,1.2,0.3,0.2,-405.9,-270.9,-88.5,1000.3,20.34,3.84
157.53,0.77472,0.079001,0.64577,1.0117,1,3.2,1.7,-408.3,-273.3,-79.5,1000.3,20.34,3.84
157.54,0.75994,0.053517,0.69266,1.0296,1.4,2.8,1.4,-413.1,-278.1,-79.5,1000.3,20.34,3.84
157.55,0.737,0.076962,0.7212,1.034,-1.1,-0.6,-1.5,-413.1,-273.3,-88.5,1000.1,20.34,3.84
157.56,0.73751,0.12742,0.69164,1.0191,-1,-4.5,-3.2,-410.7,-270.9,-90.9,1000.2,20.34,3.84
157.57,0.73751,0.12742,0.69164,1.0191,-1,-4.5,-3.2,-410.7,-270.9,-90.9,1000.2,20.34,3.84
157.58,0.75892,0.1473,0.65545,1.0135,-0.4,-1.6,-2.1,-415.5,-273.3,-88.5,1000.2,20.34,3.84
157.59,0.77574,0.1157,0.64424,1.015,0.7,1,0.9,-422.7,-268.5,-84.3,1000.2,20.34,3.84
157.6,0.76911,0.067278,0.67125,1.0231,1.2,3.2,1.7,-403.5,-266.1,-86.1,1000.1,20.34,3.84
157.61,0.75331,0.056575,0.70795,1.0353,0.4,1.4,0.1,-415.5,-270.9,-83.7,1000.2,20.34,3.84
157.62,0.74822,0.086646,0.70846,1.034,0.1,-2.1,-2.3,-408.3,-268.5,-83.1,1000.2,20.34,3.84
157.63,0.74108,0.13354,0.67431,1.0108,-2,-2.7,-1.5,-413.1,-268.5,-90.3,1000.3,20.34,3.84
157.64,0.75331,0.13812,0.6524,1.0061,-0.3,0.6,0.8,-408.3,-270.9,-81.9,1000.2,20.34,3.84
157.65,0.77064,0.11366,0.65851,1.02,1.4,2.9,1.3,-413.1,-266.1,-84.3,1000.1,20.34,3.84
157.66,0.77319,0.073904,0.67992,1.0323,2.3,1.3,0,-396.3,-282.9,-88.5,1000.3,20.34,3.84
157.67,0.74822,0.065749,0.69317,1.0221,-1.2,0.1,-1.2,-410.7,-268.5,-87.9,1000.2,20.34,3.84
157.68,0.74363,0.093272,0.68756,1.0171,-0.9,-1.8,-0.6,-415.5,-261.3,-86.1,1000.2,20.34,3.84
157.69,0.74567,0.1264,0.66922,1.0099,-1,-1.4,-1.1,-408.3,-270.9,-83.1,1000.3,20.34,3.84
157.7,0.75841,0.12742,0.66463,1.0164,0.7,-0.1,-0.9,-415.5,-266.1,-91.5,1000.2,20.34,3.84
157.71,0.76758,0.095821,0.67227,1.0249,0.5,2,0.7,-401.1,-258.9,-83.7,1000.3,20.34,3.84
157.72,0.77574,0.068807,0.68247,1.0355,0.1,1,1.1,-398.7,-270.9,-84.3,1000.1,20.34,3.84
157.73,0.75025,0.06524,0.68298,1.0167,-0.3,-0.5,-0.9,-408.3,-287.7,-88.5,1000.1,20.34,3.84
157.74,0.74108,0.10398,0.69368,1.0204,0.7,-1.5,-2,-413.1,-280.5,-84.9,1000.2,20.34,3.84
157.75,0.73853,0.1315,0.68705,1.0172,-0.1,-0.5,-1.3,-401.1,-273.3,-80.1,1000.1,20.34,3.84
157.76,0.7528,0.1264,0.66259,1.0108,-2,0.3,0.7,-403.5,-270.9,-87.9,1000.2,20.34,3.84
157.77,0.77778,0.094292,0.65189,1.0192,0.8,1.8,1,-415.5,-266.1,-84.3,1000.2,20.34,3.84
157.78,0.78389,0.069827,0.67737,1.0384,0.8,1.3,0.5,-408.3,-268.5,-81.3,1000.1,20.34,3.84
157.79,0.74363,0.066769,0.6947,1.0198,-0.9,-0.9,-0.9,-408.3,-258.9,-83.7,1000.1,20.34,3.84
157.8,0.72528,0.10652,0.69572,1.0106,-0.6,-2.6,-2.1,-410.7,-270.9,-83.1,1000.2,20.34,3.84
157.81,0.73802,0.14118,0.68603,1.0175,2.3,-1.2,-2.4,-417.9,-270.9,-86.7,1000.1,20.34,3.84
157.82,0.76656,0.13303,0.66616,1.0242,-0.4,0.9,0.1,-403.5,-273.3,-82.5,1000.2,20.34,3.84
157.83,0.78135,0.082569,0.64577,1.017,-0.9,2.3,2.3,-408.3,-282.9,-77.1,1000.2,20.34,3.84
157.84,0.78695,0.056575,0.66871,1.0342,-0.1,1.8,1,-393.9,-258.9,-83.1,1000.1,20.34,3.84
157.85,0.74312,0.068807,0.71152,1.0311,1.2,-0.3,-1.4,-413.1,-280.5,-80.7,1000.1,20.34,3.84
157.86,0.72018,0.11366,0.71865,1.0237,-0.1,-2.1,-2.7,-413.1,-268.5,-84.3,1000.2,20.34,3.84
157.87,0.73598,0.14169,0.67329,1.0075,0.6,-2.8,-2.1,-417.9,-263.7,-83.1,1000.1,20.34,3.84
157.88,0.77064,0.13761,0.63303,1.0068,-0.3,0.4,0.1,-403.5,-270.9,-84.3,1000.2,20.34,3.84
157.89,0.78593,0.092253,0.64016,1.0178,1.1,4.5,3.3,-410.7,-268.5,-84.9,1000.2,20.34,3.84
157.9,0.7686,0.051478,0.68094,1.0281,-0.1,3.7,2.4,-420.3,-270.9,-86.1,1000.1,20.34,3.84
157.91,0.74108,0.060143,0.71713,1.033,-0.7,-1,-1.1,-401.1,-287.7,-87.3,1000.1,20.34,3.84
157.92,0.73394,0.10499,0.70642,1.0241,-0.6,-4.3,-4.5,-396.3,-263.7,-80.7,1000.1,20.34,3.84
157.93,0.74873,0.13965,0.66514,1.0112,-0.1,-4,-3.4,-403.5,-268.5,-77.7,1000.2,20.34,3.84
157.94,0.76249,0.12742,0.63965,1.0034,0.3,0.7,0.4,-420.3,-270.9,-81.3,1000.2,20.34,3.84
157.95,0.76962,0.092253,0.66769,1.0231,1.6,5.5,3.7,-401.1,-256.5,-80.7,1000.1,20.34,3.84
157.96,0.75841,0.063201,0.70336,1.0363,0.6,3.5,1.8,-403.5,-268.5,-84.3,1000.1,20.34,3.84
157.97,0.74924,0.068807,0.70183,1.0289,-1.8,-2.1,-2,-401.1,-273.3,-91.5,1000.2,20.34,3.84
157.98,0.74975,0.099388,0.67176,1.0116,-0.9,-3.6,-3.1,-398.7,-273.3,-85.5,1000.2,20.34,3.84
157.99,0.76249,0.12946,0.65494,1.0135,0.3,-1.4,-1.4,-401.1,-278.1,-80.7,1000.1,20.34,3.84
158,0.75637,0.1264,0.65698,1.0098,-0.4,0.7,1,-422.7,-294.9,-87.9,1000.1,20.33,3.84
158.01,0.75331,0.095821,0.68145,1.0203,1.1,2.7,1.5,-415.5,-275.7,-84.3,1000.2,20.33,3.84
158.02,0.76504,0.08053,0.70336,1.0423,1.4,1.7,0.2,-415.5,-268.5,-74.7,1000.2,20.33,3.84
158.03,0.75331,0.085627,0.69266,1.0269,-1.4,-1.8,-1.5,-398.7,-280.5,-77.1,1000.3,20.33,3.84
158.04,0.73802,0.10398,0.67125,1.003,-1.2,-2.4,-2.2,-408.3,-263.7,-80.7,1000.2,20.33,3.84
158.05,0.75025,0.12487,0.67023,1.0138,1.1,0,-0.9,-417.9,-261.3,-82.5,1000.2,20.33,3.84
158.06,0.77268,0.11366,0.67686,1.0335,1.7,1.4,0.3,-410.7,-266.1,-87.9,1000.2,20.33,3.84
158.07,0.7686,0.082059,0.67074,1.0234,-0.5,1.4,1,-410.7,-266.1,-86.7,1000.2,20.33,3.84
158.08,0.76147,0.073394,0.67278,1.0188,-0.3,0.8,0.7,-420.3,-266.1,-84.3,1000.3,20.33,3.84
158.09,0.7528,0.088175,0.68756,1.0233,-0.1,0,-0.3,-401.1,-270.9,-82.5,1000.2,20.33,3.84
158.1,0.7421,0.10805,0.69164,1.0202,-0.4,-2.1,-2.1,-401.1,-270.9,-86.1,1000.2,20.33,3.84
158.11,0.74261,0.11927,0.68043,1.0142,-0.5,-1.6,-2.3,-396.3,-263.7,-83.1,1000.1,20.33,3.84
158.12,0.76656,0.1157,0.66769,1.0231,1.8,1,0.4,-417.9,-263.7,-86.1,1000.1,20.33,3.84
158.13,0.77727,0.09633,0.66565,1.0279,0.1,2.9,2.3,-417.9,-266.1,-84.3,1000.2,20.33,3.84
158.14,0.75484,0.075943,0.67023,1.0123,-1,0.9,1,-405.9,-273.3,-86.1,1000.1,20.33,3.84
158.15,0.74261,0.08002,0.69164,1.018,0.1,-0.3,-1.3,-405.9,-270.9,-84.9,1000.2,20.33,3.84
158.16,0.74108,0.10347,0.69266,1.0196,0,-1.8,-2.6,-401.1,-263.7,-81.3,1000.2,20.33,3.84
158.17,0.75994,0.11825,0.66769,1.0185,-0.4,-2,-1.9,-417.9,-268.5,-86.1,1000.2,20.33,3.84
158.18,0.77829,0.11315,0.65698,1.0248,-0.2,0.8,0.6,-413.1,-263.7,-84.9,1000.2,20.33,3.84
158.19,0.77472,0.088175,0.67023,1.0282,0,2.5,1.9,-403.5,-268.5,-77.7,1000.1,20.33,3.84
158.2,0.74924,0.073394,0.69215,1.0227,-1.8,0.3,0.2,-413.1,-256.5,-83.7,1000.1,20.33,3.84
158.21,0.73344,0.090214,0.70336,1.0202,0.7,-1.9,-2.5,-396.3,-256.5,-81.3,1000.2,20.33,3.84
158.22,0.74006,0.1213,0.69725,1.024,1.4,-1.4,-2.8,-405.9,-270.9,-83.7,1000.1,20.33,3.84
158.23,0.74924,0.13507,0.67533,1.0177,-0.4,0,0.1,-403.5,-268.5,-88.5,1000.2,20.33,3.84
158.24,0.76809,0.10907,0.6524,1.0136,-0.8,2,1.4,-396.3,-266.1,-77.1,1000.1,20.33,3.84
158.25,0.77931,0.075943,0.6524,1.0192,1.4,2.1,1.3,-405.9,-280.5,-80.7,1000.2,20.33,3.84
158.26,0.77064,0.066259,0.67686,1.0278,0.2,1,0.4,-381.9,-282.9,-84.9,1000.2,20.33,3.84
158.27,0.7421,0.085117,0.69725,1.0218,0.7,-0.7,-0.9,-403.5,-275.7,-86.1,1000.2,20.33,3.84
158.28,0.72987,0.11978,0.70031,1.0186,-0.8,-2.3,-2.2,-415.5,-263.7,-78.3,1000.1,20.33,3.84
158.29,0.74108,0.13456,0.66922,1.0075,-0.3,-2.6,-2.5,-420.3,-273.3,-79.5,1000.1,20.33,3.84
158.3,0.77472,0.11621,0.65087,1.0185,1.4,1.2,-0.1,-393.9,-275.7,-87.9,1000.1,20.33,3.84
158.31,0.78746,0.075943,0.6631,1.0323,0.4,4,3.4,-417.9,-268.5,-83.1,1000.2,20.33,3.84
158.32,0.76249,0.046891,0.68858,1.0285,-1.2,1.8,1.7,-425.1,-275.7,-81.3,1000.1,20.33,3.84
158.33,0.73649,0.075943,0.70387,1.0216,-0.7,-2.5,-2.8,-415.5,-273.3,-86.1,1000.1,20.33,3.84
158.34,0.737,0.12793,0.6998,1.0243,1.2,-2.7,-3.9,-396.3,-270.9,-86.1,1000.1,20.33,3.84
158.35,0.75025,0.14424,0.66871,1.0153,-0.2,-0.7,-0.3,-413.1,-261.3,-83.1,1000.2,20.33,3.84
158.36,0.75892,0.11519,0.64577,1.0031,-0.9,1.8,2,-403.5,-278.1,-83.1,1000,20.33,3.84
158.37,0.77778,0.076453,0.65902,1.0223,1.2,3.7,2.1,-415.5,-266.1,-83.1,1000,20.33,3.84
158.38,0.7737,0.057594,0.69419,1.0411,0.4,2,0.2,-396.3,-263.7,-87.3,1000.1,20.33,3.84
158.39,0.74924,0.08002,0.69929,1.028,-1.2,-2.7,-2.2,-408.3,-290.1,-96.9,1000.2,20.33,3.84
158.4,0.73089,0.12181,0.68298,1.0077,-0.2,-4,-3.4,-398.7,-258.9,-85.5,1000.1,20.33,3.84
158.41,0.74363,0.14475,0.66871,1.0105,0.3,-0.8,-1.3,-415.5,-266.1,-86.1,1000.1,20.33,3.84
158.42,0.75892,0.11723,0.65647,1.0103,0.3,1.7,1.4,-401.1,-273.3,-84.3,1000.1,20.33,3.84
158.43,0.77421,0.075943,0.66565,1.0238,0.4,3.4,2,-401.1,-266.1,-81.9,1000.1,20.33,3.84
158.44,0.7737,0.055556,0.69164,1.0393,0.2,1.3,0.2,-401.1,-278.1,-86.7,1000.2,20.33,3.84
158.45,0.7528,0.075433,0.70183,1.032,-0.9,-2.1,-2.3,-408.3,-268.5,-81.3,1000.1,20.33,3.84
158.46,0.73344,0.11315,0.68909,1.0127,-0.9,-3.7,-3,-408.3,-275.7,-81.9,1000.1,20.33,3.84
158.47,0.73344,0.11315,0.68909,1.0127,-0.9,-3.7,-3,-408.3,-275.7,-81.9,1000.1,20.33,3.84
158.48,0.7421,0.14169,0.67176,1.011,0.1,-0.7,-1.2,-417.9,-270.9,-81.3,1000.2,20.33,3.84
158.49,0.76911,0.084608,0.65953,1.0167,0.3,4,2.8,-408.3,-268.5,-86.1,1000.2,20.33,3.84
158.5,0.76911,0.084608,0.65953,1.0167,0.3,4,2.8,-408.3,-268.5,-86.1,1000.2,20.33,3.84
158.51,0.76555,0.061672,0.67992,1.0257,-0.5,1.8,1.2,-415.5,-270.9,-84.3,1000.3,20.33,3.84
158.52,0.74822,0.079511,0.69878,1.0269,1.5,-1.5,-2.4,-398.7,-263.7,-85.5,1000.1,20.33,3.84
158.53,0.73547,0.12691,0.69572,1.0203,-0.2,-3,-3.1,-410.7,-268.5,-84.3,1000.3,20.33,3.84
158.54,0.74312,0.13609,0.66463,1.0062,-0.8,-1.8,-1,-398.7,-270.9,-81.9,1000.3,20.33,3.84
158.55,0.7737,0.10805,0.64016,1.01,-0.9,0.9,0.8,-405.9,-273.3,-83.7,1000.2,20.33,3.84
158.56,0.78644,0.06524,0.66259,1.0304,2.3,3,1.2,-401.1,-268.5,-86.1,1000.2,20.33,3.84
158.57,0.76096,0.057594,0.70999,1.0423,0.7,1.6,0.4,-415.5,-282.9,-81.3,1000.1,20.33,3.84
158.58,0.7263,0.086646,0.72732,1.0315,-0.7,-1.7,-1.5,-405.9,-275.7,-82.5,1000.2,20.33,3.84
158.59,0.72987,0.13812,0.69266,1.0157,-1.4,-3,-2.9,-413.1,-256.5,-80.7,1000.2,20.33,3.84
158.6,0.76962,0.13812,0.64169,1.0115,0.7,-1,-1.2,-401.1,-273.3,-84.9,1000.2,20.33,3.84
158.61,0.78797,0.098879,0.6264,1.0115,-1.5,2,2,-398.7,-275.7,-86.1,1000.2,20.33,3.84
158.62,0.77166,0.057085,0.6631,1.019,1.2,4.2,3.3,-417.9,-270.9,-83.7,1000.2,20.33,3.84
158.63,0.73904,0.071356,0.71509,1.0308,0,2.3,1.2,-410.7,-278.1,-86.1,1000.1,20.33,3.84
158.64,0.72681,0.11417,0.72324,1.0317,0.9,-3,-3.3,-410.7,-275.7,-81.9,1000.2,20.33,3.84
158.65,0.73802,0.14271,0.68043,1.0139,-0.7,-4.9,-5.3,-417.9,-273.3,-86.1,1000.2,20.33,3.84
158.66,0.77166,0.12487,0.63507,1.0072,-1.2,-1.9,-0.9,-401.1,-278.1,-87.3,1000.1,20.33,3.84
158.67,0.7844,0.078491,0.63965,1.0152,-0.4,3.6,2.6,-413.1,-270.9,-78.3,1000.2,20.33,3.84
158.68,0.7788,0.061672,0.68807,1.041,1.7,4,2.4,-415.5,-270.9,-83.1,1000.2,20.33,3.84
158.69,0.737,0.077472,0.71916,1.0327,1.3,0.6,0.1,-410.7,-268.5,-76.5,1000.2,20.33,3.84
158.7,0.71916,0.11519,0.7105,1.0175,-1.2,-2.9,-2.4,-420.3,-268.5,-78.9,1000.1,20.33,3.84
158.71,0.73904,0.13558,0.66769,1.0052,-0.2,-3.2,-3.2,-403.5,-282.9,-85.5,1000.1,20.33,3.84
158.72,0.7788,0.1213,0.63609,1.0128,-0.2,0.1,-0.4,-408.3,-263.7,-81.3,1000.2,20.33,3.84
158.73,0.79511,0.073904,0.64526,1.0267,0.6,3.9,3.1,-403.5,-268.5,-82.5,1000.2,20.33,3.84
158.74,0.77217,0.058104,0.68145,1.0315,-0.9,2.7,2.3,-413.1,-266.1,-90.3,1000.1,20.33,3.84
158.75,0.72579,0.081549,0.71101,1.0193,1.1,-1.1,-1.3,-413.1,-280.5,-81.3,1000.1,20.33,3.84
158.76,0.72324,0.1366,0.70642,1.0202,1.3,-2.8,-3.5,-415.5,-266.1,-81.9,1000.2,20.33,3.84
158.77,0.7421,0.14424,0.67329,1.0123,2.2,-2.2,-2.1,-405.9,-266.1,-83.1,1000.2,20.33,3.84
158.78,0.76758,0.12029,0.64832,1.0119,-1,0.6,0.1,-396.3,-263.7,-84.9,1000.3,20.33,3.84
158.79,0.78287,0.072375,0.65138,1.021,-1.4,2.9,3.1,-391.5,-273.3,-78.3,1000.2,20.33,3.84
158.8,0.7737,0.046891,0.68196,1.0324,-0.4,3.2,1.5,-398.7,-275.7,-83.7,1000.1,20.33,3.84
158.81,0.75076,0.070846,0.70336,1.0312,0.6,-0.7,-0.9,-408.3,-275.7,-81.3,1000.1,20.33,3.84
158.82,0.72783,0.11111,0.70387,1.0186,-0.7,-2.9,-3,-413.1,-261.3,-89.1,1000.1,20.33,3.84
158.83,0.74057,0.14169,0.67839,1.0143,0,-2.6,-2.4,-427.5,-268.5,-84.9,1000.2,20.33,3.84
158.84,0.77115,0.12487,0.65036,1.0165,0.6,0.3,-0.2,-398.7,-268.5,-86.1,1000.1,20.33,3.84
158.85,0.78135,0.081549,0.65291,1.0215,-0.7,3.1,2.1,-415.5,-275.7,-83.1,1000.2,20.33,3.84
158.86,0.76656,0.056065,0.68858,1.0319,-1.2,3.1,1.7,-403.5,-268.5,-85.5,1000.1,20.33,3.84
158.87,0.73751,0.08053,0.70489,1.0234,-0.4,-0.7,-0.6,-405.9,-268.5,-84.9,1000.1,20.33,3.84
158.88,0.73242,0.12538,0.69623,1.0183,1.7,-2.9,-3.9,-425.1,-266.1,-83.1,1000.2,20.33,3.84
158.89,0.74822,0.14781,0.65851,1.0076,0.3,-2.6,-2.1,-427.5,-256.5,-80.7,1000.1,20.33,3.84
158.9,0.76911,0.11672,0.64067,1.0078,0,1.1,1,-401.1,-285.3,-84.9,1000.2,20.33,3.84
158.91,0.78389,0.075433,0.65698,1.0256,0.8,3.9,2.3,-410.7,-270.9,-83.7,1000.1,20.33,3.84
158.92,0.77064,0.057594,0.69368,1.0385,0.5,1.7,0.9,-415.5,-278.1,-81.3,1000.2,20.33,3.84
158.93,0.72936,0.083078,0.70795,1.0198,-1,-1.8,-1.8,-415.5,-258.9,-86.1,1000.1,20.33,3.84
158.94,0.72528,0.12589,0.69827,1.0146,-0.4,-3.4,-2.9,-405.9,-261.3,-81.3,1000.2,20.33,3.84
158.95,0.74771,0.14118,0.67125,1.0147,0.7,-1.4,-2,-417.9,-273.3,-88.5,1000.1,20.33,3.84
158.96,0.78135,0.11213,0.64424,1.0189,0.9,1.5,0.7,-425.1,-263.7,-83.7,1000.2,20.33,3.84
158.97,0.78389,0.068298,0.65392,1.0231,-0.7,4,3.2,-408.3,-273.3,-82.5,1000.1,20.33,3.84
158.98,0.76453,0.049439,0.69317,1.0332,-0.1,2.5,1.9,-398.7,-273.3,-80.7,1000.1,20.33,3.84
158.99,0.73344,0.084608,0.71713,1.0292,-0.2,-1.4,-2,-408.3,-268.5,-81.3,1000.2,20.33,3.84
159,0.72885,0.13303,0.69929,1.0188,-0.7,-4.2,-3.6,-396.3,-270.9,-83.1,1000.2,20.33,3.84
159.01,0.74924,0.14373,0.65443,1.0051,0.6,-1.7,-1.7,-408.3,-268.5,-86.7,1000.2,20.33,3.84
159.02,0.77727,0.11264,0.63405,1.0094,0,1.4,1.4,-410.7,-266.1,-86.1,1000.2,20.33,3.84
159.03,0.77982,0.070336,0.66106,1.0247,0.3,3.5,2,-405.9,-285.3,-82.5,1000.2,20.33,3.84
159.04,0.76096,0.058614,0.7054,1.0393,1.4,2.1,0.4,-420.3,-266.1,-77.7,1000.3,20.33,3.84
159.05,0.73496,0.083078,0.72222,1.0338,-1,-1.7,-1.8,-413.1,-261.3,-78.9,1000.2,20.33,3.84
159.06,0.72426,0.12538,0.68603,1.0054,-2.4,-4.6,-3.5,-408.3,-270.9,-82.5,1000.1,20.33,3.84
159.07,0.75739,0.1422,0.64883,1.0074,1.6,-2.2,-2.4,-415.5,-270.9,-84.9,1000.2,20.33,3.84
159.08,0.78593,0.11417,0.64475,1.023,1.9,3.1,1.7,-405.9,-266.1,-82.5,1000.2,20.33,3.84
159.09,0.78287,0.066769,0.66667,1.0304,0,4.7,3.9,-396.3,-263.7,-86.1,1000.1,20.33,3.84
159.1,0.75382,0.056575,0.69674,1.0281,-1.6,1.5,0.9,-405.9,-273.3,-84.9,1000.2,20.33,3.84
159.11,0.72885,0.086646,0.70846,1.0201,-0.6,-2.6,-2.4,-403.5,-263.7,-82.5,1000.1,20.33,3.84
159.12,0.73242,0.13609,0.69062,1.0158,0,-3.4,-3.3,-413.1,-273.3,-84.9,1000.2,20.33,3.84
159.13,0.75229,0.14679,0.66208,1.0128,1.2,-1.8,-1.4,-408.3,-280.5,-81.3,1000.3,20.33,3.84
159.14,0.77115,0.11519,0.64169,1.0098,0.2,2.1,1.1,-410.7,-268.5,-79.5,1000.1,20.33,3.84
159.15,0.77676,0.067278,0.66106,1.0222,0.3,4.6,3.2,-417.9,-266.1,-87.3,1000.1,20.33,3.84
159.16,0.76606,0.054027,0.70133,1.04,0.5,2.4,0.6,-410.7,-256.5,-77.1,1000.3,20.33,3.84
159.17,0.737,0.08053,0.71356,1.029,-1,-3,-2.6,-408.3,-275.7,-83.7,1000.2,20.33,3.84
159.18,0.73089,0.12232,0.684,1.0085,-2.5,-4.8,-3.6,-417.9,-278.1,-86.7,1000.1,20.33,3.84
159.19,0.75688,0.14169,0.65291,1.0096,1.3,-1.3,-1.4,-413.1,-266.1,-80.1,1000.2,20.33,3.84
159.2,0.77829,0.11876,0.65443,1.0238,2.5,3.1,1.4,-410.7,-268.5,-84.9,1000.2,20.33,3.84
159.21,0.76707,0.072885,0.67635,1.0253,-0.9,3.9,3.2,-410.7,-278.1,-82.5,1000.2,20.33,3.84
159.22,0.74261,0.057085,0.69929,1.0216,-0.4,0.7,0.3,-410.7,-268.5,-83.1,1000.1,20.33,3.84
159.23,0.73802,0.09684,0.70387,1.0244,0,-1.8,-2.5,-415.5,-268.5,-84.3,1000.1,20.33,3.84
159.24,0.74261,0.13099,0.67329,1.0109,1,-2.6,-2.3,-389.1,-254.1,-85.5,1000.1,20.33,3.84
159.25,0.76351,0.12793,0.64883,1.0101,-0.7,-0.9,-1,-415.5,-275.7,-83.7,1000.2,20.33,3.84
