Time (s),Accel_X (g),Accel_Y (g),Accel_Z (g),Accel_Mag (g),Gyro_X (deg/s),Gyro_Y (deg/s),Gyro_Z (deg/s),Mag_X (mT),Mag_Y (mT),Mag_Z (mT),Pressure (mbar),P_Temp (C),Battery (V)
36.3,1.0693,-0.19215,0.12793,1.094,91,89.4,121.9,-516.3,-244.5,-68.7,1047.3,21.53,3.9
36.31,1.0724,-0.20897,0.15341,1.1033,98.2,94.6,116.8,-513.9,-251.7,-59.7,1047.2,21.53,3.9
36.32,1.0693,-0.22528,0.18349,1.1081,105.7,99.5,111.3,-535.5,-244.5,-64.5,1047.1,21.53,3.9
36.33,1.0943,-0.23751,0.21509,1.1402,113.3,104,105,-528.3,-242.1,-71.1,1047.7,21.53,3.9
36.34,1.5163,-0.237,0.30836,1.5654,120.8,113.8,97.4,-525.9,-230.1,-77.1,1049.2,21.53,3.9
36.35,2.371,-0.19521,0.46687,2.4244,133.8,162.4,80.9,-547.5,-232.5,-66.3,1050.7,21.53,3.9
36.36,2.788,-0.23496,0.50459,2.843,135.3,278,42.9,-535.5,-218.1,-69.3,1050,21.53,3.9
36.37,2.2064,-0.28746,0.29052,2.244,58.3,377,9.4,-552.3,-201.3,-75.9,1048.2,21.53,3.9
36.38,1.3644,-0.21254,0.22885,1.3997,-13,382.3,7.2,-533.1,-208.5,-77.7,1046.9,21.53,3.9
36.39,0.96585,-0.21713,0.27217,1.0267,-12.1,368.5,14.6,-545.1,-213.3,-81.3,1045.8,21.53,3.9
36.4,0.76606,-0.24669,0.3262,0.86839,-11.2,367.6,24.1,-535.5,-198.9,-90.9,1045.3,21.53,3.9
36.41,0.66922,-0.23445,0.38022,0.8046,-27.4,372.3,30.5,-545.1,-196.5,-97.5,1044.6,21.53,3.9
36.42,0.62436,-0.2314,0.43884,0.79747,-33.4,373.2,30.3,-545.1,-210.9,-101.1,1043.9,21.53,3.9
36.43,0.58919,-0.23242,0.50459,0.8098,-32.3,370.2,27,-513.9,-201.3,-104.7,1043.5,21.53,3.9
36.44,0.55912,-0.22732,0.56779,0.82866,-32.5,365.3,22.8,-523.5,-194.1,-111.9,1043.1,21.53,3.9
36.45,0.53058,-0.21865,0.62487,0.84841,-32.6,357,18.3,-494.7,-198.9,-114.9,1042.9,21.53,3.9
36.46,0.48879,-0.2054,0.68298,0.86462,-31.8,342.9,13.9,-504.3,-191.7,-116.1,1042.5,21.53,3.9
36.47,0.47197,-0.20999,0.84149,0.9874,-32.4,321.2,10.7,-497.1,-191.7,-123.3,1041.6,21.53,3.9
36.48,0.5265,-0.26504,1.4337,1.5502,-79.5,246.7,14,-475.5,-196.5,-122.1,1041,21.53,3.9
36.49,0.31397,-0.14832,1.7243,1.7589,-217.5,49.1,33.1,-477.9,-182.1,-122.7,1040.2,21.53,3.9
36.5,0.099388,-0.050459,1.4373,1.4416,-239.1,-119.8,61.5,-453.9,-167.7,-126.9,1040.3,21.55,3.9
36.51,0.37156,-0.15443,1.29,1.3513,-141.7,-98.3,74.1,-477.9,-162.9,-122.7,1040,21.55,3.9
36.52,0.77166,-0.26504,1.1274,1.3917,-100.3,5.9,56.6,-475.5,-148.5,-123.9,1039.7,21.55,3.9
36.53,0.85117,-0.27676,0.88736,1.2604,-164.6,45.4,41.3,-487.5,-155.7,-126.3,1039.1,21.55,3.9
36.54,0.74771,-0.25331,0.73955,1.0817,-242.8,35.9,48.5,-480.3,-134.1,-127.5,1038.3,21.55,3.9
36.55,0.67176,-0.33537,0.65189,0.99433,-277,25.1,57.3,-482.7,-129.3,-129.3,1037.8,21.55,3.9
36.56,0.62589,-0.45973,0.59888,0.98069,-308.5,18,58.9,-477.9,-122.1,-127.5,1037.2,21.55,3.9
36.57,0.61774,-0.56065,0.56932,1.01,-354.9,12.9,56.2,-494.7,-83.7,-129.9,1036.5,21.55,3.9
36.58,0.63965,-0.62589,0.56677,1.0593,-391.6,7.1,52.4,-480.3,-66.9,-126.9,1035.6,21.55,3.9
36.59,0.64118,-0.66514,0.55454,1.0775,-387.6,-0.9,48.1,-482.7,-66.9,-124.5,1035.3,21.55,3.9
36.6,0.6264,-0.6947,0.50866,1.0648,-337.7,-6.4,44.8,-475.5,-59.7,-117.9,1034,21.55,3.9
36.61,0.6366,-0.73293,0.43884,1.0654,-266.1,-6.4,43.8,-475.5,-26.1,-121.5,1033.6,21.55,3.9
36.62,0.6631,-0.73598,0.37258,1.0584,-202.1,-4.8,41.5,-480.3,-28.5,-115.5,1032.8,21.55,3.9
36.63,0.66055,-0.71611,0.31346,1.0234,-138.8,-6.4,38.4,-468.3,-11.7,-115.5,1032.3,21.55,3.9
36.64,0.62232,-0.72885,0.26096,0.99328,-86.9,-9.8,40.4,-470.7,-21.3,-117.9,1031.4,21.55,3.9
36.65,0.57951,-0.74006,0.23344,0.96851,-66.2,-12.3,46,-468.3,-9.3,-112.5,1030.5,21.55,3.9
36.66,0.60652,-0.74924,0.21967,0.98868,-59.6,-12.9,47.3,-468.3,-16.5,-114.3,1029.9,21.55,3.9
36.67,0.63405,-0.74363,0.22783,1.0034,-48.4,-14.6,40.6,-470.7,12.3,-107.7,1029.2,21.55,3.9
36.68,0.60652,-0.73394,0.23955,0.9818,-18.5,-17,32.9,-461.1,-16.5,-113.7,1028.5,21.55,3.9
36.69,0.54791,-0.72732,0.25586,0.94587,28.6,-11,32.1,-463.5,0.3,-115.5,1027.6,21.55,3.9
36.7,0.48369,-0.71713,0.26962,0.90605,72,2.6,37,-446.7,-4.5,-110.7,1026.9,21.55,3.9
36.71,0.46738,-0.69572,0.2844,0.88507,102,15.1,42.1,-465.9,2.7,-111.3,1026.1,21.55,3.9
36.72,0.48828,-0.67635,0.31091,0.89024,115.1,21.2,39.4,-446.7,-2.1,-118.5,1025.5,21.55,3.9
36.73,0.5265,-0.63507,0.34557,0.89439,110.4,19.9,28.9,-468.3,-11.7,-116.1,1024.8,21.55,3.9
36.74,0.5474,-0.59939,0.38889,0.90008,102.8,16.1,16.3,-458.7,-2.1,-114.9,1024.3,21.55,3.9
36.75,0.55199,-0.60143,0.43374,0.92441,88.9,14.4,7.5,-461.1,-6.9,-123.3,1023.9,21.55,3.9
36.76,0.53823,-0.60703,0.47706,0.94115,66.1,16.9,3.5,-453.9,-2.1,-114.9,1023.3,21.55,3.9
36.77,0.52956,-0.63507,0.49949,0.96604,37.3,23.2,2.3,-451.5,-21.3,-120.9,1022.7,21.55,3.9
36.78,0.49694,-0.65036,0.50153,0.95992,-5.7,30.9,2.2,-444.3,-14.1,-119.1,1022.1,21.55,3.9
36.79,0.4577,-0.6473,0.48726,0.93054,-48.1,40.6,3.1,-444.3,-18.9,-119.7,1021.2,21.55,3.9
36.8,0.43323,-0.65189,0.4577,0.90671,-80.9,49.5,5.1,-434.7,-4.5,-122.7,1020.6,21.55,3.9
36.81,0.40826,-0.6524,0.421,0.87723,-112.3,55.3,7.1,-437.1,-14.1,-120.9,1019.8,21.55,3.9
36.82,0.38328,-0.66106,0.38022,0.85351,-145.6,57.2,8.7,-456.3,-6.9,-119.1,1019.2,21.55,3.9
36.83,0.37768,-0.67635,0.33486,0.84393,-182.6,57,10.4,-444.3,-2.1,-121.5,1018.5,21.55,3.9
36.84,0.38889,-0.69929,0.29715,0.85354,-221.5,54.6,12.1,-451.5,9.9,-121.5,1017.9,21.55,3.9
36.85,0.39908,-0.72426,0.26402,0.86806,-254.3,51.2,14,-446.7,19.5,-116.1,1017.5,21.55,3.9
36.86,0.39042,-0.74006,0.23496,0.86909,-276.5,48.8,17.1,-439.5,24.3,-116.1,1017,21.55,3.9
36.87,0.35678,-0.74414,0.20082,0.84933,-279,48.5,23.8,-420.3,41.1,-112.5,1016.3,21.55,3.9
36.88,0.31142,-0.75433,0.16208,0.83203,-259.4,49.9,36.3,-444.3,36.3,-105.3,1015.8,21.55,3.9
36.89,0.29205,-0.78899,0.12436,0.85045,-230.4,52.1,53.1,-439.5,72.3,-104.7,1015.4,21.55,3.9
36.9,0.2946,-0.82161,0.094292,0.87791,-210.5,51.4,65.7,-439.5,67.5,-111.3,1014.9,21.55,3.9
36.91,0.2895,-0.8318,0.076453,0.88406,-203.7,46.9,66.4,-417.9,67.5,-106.5,1014.6,21.55,3.9
36.92,0.28186,-0.82314,0.060143,0.87213,-202.3,40.2,56.8,-413.1,69.9,-104.7,1014,21.55,3.9
36.93,0.26707,-0.81091,0.040775,0.85473,-193.5,32,44.1,-425.1,79.5,-101.7,1013.7,21.55,3.9
36.94,0.24822,-0.80428,0.018858,0.84192,-171.5,22.6,34.3,-403.5,69.9,-103.5,1013.2,21.55,3.9
36.95,0.2105,-0.80377,-0.0025484,0.83088,-136.5,14.4,30.6,-425.1,86.7,-99.9,1012.9,21.55,3.9
36.96,0.2105,-0.80377,-0.0025484,0.83088,-136.5,14.4,30.6,-425.1,86.7,-99.9,1012.4,21.55,3.9
36.97,0.16106,-0.82671,-0.021916,0.84254,-98.1,8.9,34.3,-425.1,86.7,-100.5,1012,21.55,3.9
36.98,0.12946,-0.84353,-0.037207,0.85421,-77.5,5.7,42.4,-413.1,84.3,-96.3,1011.7,21.55,3.9
36.99,0.15341,-0.82416,-0.04893,0.83974,-66.4,3.3,45.4,-405.9,103.5,-98.7,1011.3,21.55,3.9
37,0.15341,-0.82416,-0.04893,0.83974,-66.4,3.3,45.4,-405.9,103.5,-98.7,1011.3,21.58,3.9
37.01,0.15902,-0.81804,-0.044852,0.83456,-47.5,1.9,35.4,-403.5,105.9,-95.1,1010.6,21.58,3.9
37.02,0.1473,-0.82773,-0.04842,0.84212,-13.1,1.5,24,-408.3,93.9,-95.1,1010.2,21.58,3.9
37.03,0.16208,-0.85525,-0.043833,0.87158,18.5,2.6,15.1,-389.1,98.7,-96.3,1010,21.58,3.9
37.04,0.23038,-0.88685,-0.029052,0.91674,25.7,0.1,5.7,-396.3,110.7,-95.1,1009.8,21.58,3.9
37.05,0.3002,-0.89857,-0.013761,0.94749,19,-8.4,-7.6,-396.3,105.9,-98.1,1009.3,21.58,3.9
37.06,0.33945,-0.92915,-0.0010194,0.98922,23.5,-19.2,-19.4,-405.9,96.3,-98.1,1008.6,21.58,3.9
37.07,0.33843,-0.96483,0.023445,1.0227,46.8,-25.8,-24,-396.3,105.9,-92.7,1008.2,21.58,3.9
37.08,0.33894,-1.0479,0.049949,1.1025,81,-29,-21.1,-398.7,89.1,-94.5,1007.8,21.58,3.9
37.09,0.35474,-1.1269,0.072885,1.1837,79.8,-34.1,-18.7,-401.1,98.7,-92.7,1007.2,21.58,3.9
37.1,0.38328,-1.1498,0.089704,1.2154,46.1,-44.2,-21.5,-403.5,93.9,-95.1,1006.8,21.58,3.9
37.11,0.43629,-1.1616,0.089704,1.244,3.5,-57,-27.8,-410.7,89.1,-92.1,1006.2,21.58,3.9
37.12,0.50255,-1.1707,0.069317,1.2759,-40.4,-67.6,-36.1,-405.9,101.1,-95.7,1006.1,21.58,3.9
37.13,0.55708,-1.2054,0.033639,1.3283,-72.1,-74.8,-42.1,-410.7,101.1,-101.1,1004.9,21.58,3.9
37.14,0.60856,-1.2712,-0.0066259,1.4093,-87.2,-81,-47.4,-408.3,98.7,-92.7,1004.6,21.58,3.9
37.15,0.65749,-1.3242,-0.068807,1.48,-85,-86.2,-60.1,-427.5,98.7,-91.5,1003.7,21.58,3.9
37.16,0.71967,-1.3578,-0.16616,1.5457,-66.7,-84.8,-82.9,-422.7,81.9,-93.3,1003.2,21.58,3.9
37.17,0.75127,-1.316,-0.27676,1.5404,-48.3,-76,-109.6,-420.3,93.9,-89.7,1002.4,21.58,3.9
37.18,0.6682,-1.1784,-0.35729,1.401,-6.4,-67.1,-127.9,-427.5,84.3,-84.9,1002,21.58,3.9
37.19,0.63048,-0.9893,-0.38226,1.2338,83.5,-68.2,-136.4,-425.1,79.5,-86.7,1001.5,21.58,3.9
37.2,0.75484,-0.91896,-0.37156,1.2459,171.6,-75,-148.9,-461.1,69.9,-86.7,1001.3,21.58,3.9
37.21,0.95617,-1.0525,-0.38532,1.4733,203.4,-72.4,-166.8,-451.5,77.1,-89.7,1001.1,21.58,3.9
37.22,1.1188,-1.1539,-0.36544,1.6482,159.1,-64.9,-189.4,-461.1,45.9,-92.7,1000.8,21.58,3.9
37.23,1.1937,-1.2971,-0.3634,1.7999,87.4,-74.2,-174.2,-463.5,41.1,-89.7,1001,21.58,3.9
37.24,1.2462,-1.4343,-0.45158,1.9529,73.3,-91.4,-88.7,-446.7,57.9,-91.5,1001.1,21.58,3.9
37.25,1.235,-1.4276,-0.50663,1.9545,68.7,-104.6,21.5,-473.1,41.1,-93.3,1001,21.58,3.9
37.26,0.94037,-1.1784,-0.46738,1.5784,5.7,-96,81.7,-470.7,41.1,-89.7,1000.6,21.58,3.9
37.27,0.53925,-0.80173,-0.41641,1.0521,-70.6,-74.5,93.9,-477.9,55.5,-82.5,1000.4,21.58,3.9
37.28,0.30326,-0.5209,-0.34251,0.69326,-81.1,-70.4,111.8,-461.1,53.1,-83.7,1000.1,21.58,3.9
37.29,0.17686,-0.38634,-0.29562,0.51762,-77,-79.3,126,-446.7,50.7,-91.5,1000.1,21.58,3.9
37.3,0.10245,-0.28236,-0.24516,0.38772,-83.6,-90.6,130.9,-441.9,62.7,-78.9,1000.1,21.58,3.9
37.31,0.057594,-0.22477,-0.19623,0.30388,-89.4,-100.6,136.2,-449.1,77.1,-82.5,999.9,21.58,3.9
37.32,0.017329,-0.19419,-0.16106,0.25288,-94.7,-108.7,138.4,-437.1,91.5,-83.7,1000,21.58,3.9
37.33,-0.059633,-0.24312,-0.17278,0.30417,-108.2,-114.6,130.9,-441.9,93.9,-81.3,1000,21.58,3.9
37.34,-0.14118,-0.31957,-0.21662,0.41107,-140.4,-113.4,111.6,-432.3,86.7,-74.7,999.9,21.58,3.9
37.35,-0.20234,-0.33894,-0.25331,0.46903,-181.5,-105.5,85.3,-429.9,81.9,-73.5,999.8,21.58,3.9
37.36,-0.23445,-0.29766,-0.25739,0.45806,-209.6,-101.1,63.5,-415.5,91.5,-56.7,999.9,21.58,3.9
37.37,-0.19572,-0.18094,-0.18451,0.32417,-229.2,-101.4,42.8,-427.5,91.5,-71.1,999.9,21.58,3.9
37.38,-0.13863,-0.13201,-0.158,0.24821,-242.4,-97.7,20,-417.9,110.7,-70.5,999.9,21.58,3.9
37.39,-0.18247,-0.25637,-0.30989,0.44165,-251.2,-84.8,-11.7,-425.1,89.1,-57.9,999.9,21.58,3.9
37.4,-0.28695,-0.29918,-0.41845,0.58903,-274.6,-38.1,-68.9,-403.5,96.3,-62.7,999.8,21.58,3.9
37.41,-0.27778,-0.17839,-0.27217,0.42786,-276.2,21.5,-133.1,-427.5,79.5,-53.7,999.8,21.58,3.9
37.42,-0.23038,-0.061672,-0.2212,0.32528,-202.1,61,-183.1,-432.3,65.1,-51.3,999.8,21.58,3.9
37.43,-0.21254,0.014271,-0.24006,0.32094,-40.4,91.9,-209.8,-434.7,53.1,-55.5,999.9,21.58,3.9
37.44,-0.18196,0.026504,-0.15851,0.24277,171,105.2,-209.8,-449.1,48.3,-56.7,999.9,21.58,3.9
37.45,-0.12436,0.038736,-0.087666,0.15701,319.2,110,-193.7,-463.5,48.3,-55.5,999.9,21.58,3.9
37.46,-0.072885,0.063201,-0.053517,0.11032,406.4,124.7,-181.2,-458.7,48.3,-62.7,999.9,21.58,3.9
37.47,-0.053007,0.066769,-0.045872,0.096809,488.3,140.1,-179.2,-482.7,45.9,-68.1,999.9,21.58,3.9
37.48,-0.06524,0.069317,-0.022426,0.097796,573.9,147.4,-182.6,-487.5,45.9,-68.1,999.9,21.58,3.9
37.49,-0.06473,0.059123,0.01631,0.089171,633.2,146.9,-190.4,-487.5,26.7,-77.1,1000,21.58,3.9
37.5,-0.04842,0.049439,0.043323,0.081643,649.2,141.1,-203.1,-487.5,14.7,-92.1,1000,21.6,3.9
37.51,-0.06422,0.034659,0.029562,0.078736,641.4,130.9,-218,-506.7,9.9,-90.3,1000,21.6,3.9
37.52,-0.15698,-0.024465,-0.011213,0.15927,625.9,118.4,-231.4,-497.1,-4.5,-102.9,999.9,21.6,3.9
37.53,-0.25433,-0.17227,-0.14169,0.33829,630.3,103.7,-243.6,-497.1,-21.3,-103.5,999.8,21.6,3.9
37.54,-0.33894,-0.53823,0.087156,0.642,626.3,72.4,-278.7,-497.1,-40.5,-111.9,999.5,21.6,3.9
37.55,-1.0505,-1.4725,1.184,2.1618,659.6,22.2,-330.4,-523.5,-95.7,-113.1,998.8,21.6,3.9
37.56,-1.581,-2.0759,1.87,3.2103,692.4,40,-186.4,-516.3,-126.9,-113.7,998.8,21.6,3.9
37.57,-1.0438,-1.3874,1.4378,2.2543,690.9,47.8,92,-516.3,-136.5,-110.1,999.3,21.6,3.9
37.58,-0.42304,-0.39704,0.52803,0.78449,645.1,-4,279.9,-518.7,-141.3,-110.7,999.6,21.6,3.9
37.59,-0.52854,-0.61672,0.63761,1.0326,563.7,-6,373.7,-511.5,-146.1,-122.1,999.3,21.6,3.9
37.6,-0.74414,-1.8629,2.1626,2.9497,282.8,-43.2,387.4,-504.3,-138.9,-116.7,999.3,21.6,3.9
37.61,1.2125,-2.8986,4.5387,5.5202,-544.3,-214.7,519.6,-511.5,-114.9,-120.9,1001.4,21.6,3.9
37.62,5.0968,-3.3624,6.3716,8.825,-1337.8,-377.4,838.1,-518.7,-59.7,-113.7,1004.9,21.6,3.9
37.63,4.2064,-3.292,3.4429,6.3549,-1138.7,-211.2,1041,-494.7,5.1,-97.5,1001.4,21.6,3.9
37.64,1.4062,-1.9526,0.86646,2.5575,-1059,-237.6,1115.1,-453.9,65.1,-85.5,999.2,21.6,3.9
37.65,0.72834,-2.4536,0.13201,2.5628,-1273.8,-515.8,916.7,-405.9,103.5,-71.7,999.7,21.6,3.9
37.66,0.63507,-2.9755,-0.8894,3.1699,-1509.3,-657.6,413.1,-367.5,101.1,-52.5,1000.1,21.6,3.9
37.67,0.1789,-1.37,-1.4027,1.9689,-1653.2,-507.5,-83.4,-350.7,65.1,-27.9,999.8,21.6,3.9
37.68,-0.045872,-0.34098,-1.3874,1.4294,-1722.7,-303.7,-262.7,-345.9,-28.5,-13.5,999.8,21.6,3.9
37.69,-0.15545,0.44546,-1.5061,1.5783,-1891.5,-185.1,-297,-353.1,-102.9,-10.5,999.7,21.6,3.9
37.7,-0.14118,1.4587,-1.051,1.8034,-1997.9,-72.6,-284.2,-324.3,-232.5,-8.7,999.8,21.6,3.9
37.71,0.45056,2.4235,-0.3369,2.488,-1997.9,20.1,-187.2,-309.9,-338.1,-15.3,1000.4,21.6,3.9
37.72,1.1188,3.0041,0.45464,3.2377,-1973.2,8.4,-123.5,-314.7,-426.9,-39.3,1000.9,21.6,3.9
37.73,1.3389,3.4485,1.3649,3.9431,-1767.4,-31.7,-116.2,-293.1,-467.7,-59.1,1001.1,21.6,3.9
37.74,1.1055,2.3527,2.0474,3.309,-1371,-74.2,-79.9,-295.5,-494.1,-78.3,1001,21.6,3.9
37.75,0.61111,1.0877,2.0866,2.4312,-989.2,-97.9,-82.3,-302.7,-462.9,-93.9,1000.6,21.6,3.9
37.76,0.17686,0.27829,1.4266,1.4642,-758.4,-117.9,-111,-281.1,-460.5,-108.3,1000.1,21.6,3.9
37.77,0.18552,-0.030581,0.98522,1.003,-764.2,-129.6,-146.9,-281.1,-438.9,-114.9,1000.2,21.6,3.9
37.78,0.31448,-0.18451,0.98165,1.0472,-821.5,-88.9,-172.2,-273.9,-429.3,-126.3,1000.3,21.6,3.9
37.79,0.37309,-0.27676,0.94801,1.0557,-850.6,-19.5,-172.6,-271.5,-386.1,-132.3,1000.4,21.6,3.9
37.8,0.43629,-0.31753,0.88124,1.0333,-815.6,39.6,-157.5,-269.1,-354.9,-141.9,1000.4,21.6,3.9
37.81,0.42406,-0.3211,0.65341,0.84254,-731,76.7,-144.5,-254.7,-316.5,-150.3,1000.3,21.6,3.9
37.82,0.29613,-0.30989,0.42457,0.60331,-649.8,106.8,-132.7,-269.1,-285.3,-153.3,1000.2,21.6,3.9
37.83,0.24006,-0.23445,0.22579,0.40445,-575.9,125.2,-124.9,-242.7,-254.1,-147.9,1000.1,21.6,3.9
37.84,0.23242,-0.10194,0.070336,0.26335,-450.1,117.7,-123.4,-237.9,-215.7,-155.1,1000.1,21.6,3.9
37.85,0.23242,-0.10194,0.070336,0.26335,-450.1,117.7,-123.4,-237.9,-215.7,-155.1,1000,21.6,3.9
37.86,0.1208,-0.0030581,-0.0081549,0.12111,-273.7,105.8,-118.9,-230.7,-208.5,-156.9,1000,21.6,3.9
37.87,0.059123,0.052497,-0.027523,0.08372,-94.1,98.1,-107.4,-221.1,-203.7,-161.7,999.9,21.6,3.9
37.88,0.054027,0.037717,-0.009684,0.066597,59.5,83,-99.7,-213.9,-194.1,-155.7,1000,21.6,3.9
37.89,0.079001,0.01631,0.037717,0.089049,149.4,60.7,-106.2,-201.9,-194.1,-157.5,1000,21.6,3.9
37.9,0.14016,0.0061162,0.11723,0.18283,181.4,36.5,-119.9,-201.9,-215.7,-152.7,1000,21.6,3.9
37.91,0.16514,-0.014271,0.2054,0.26394,194.2,3.5,-140.1,-197.1,-215.7,-146.7,1000,21.6,3.9
37.92,0.12895,0.0071356,0.13812,0.1891,194.5,-34.6,-155.8,-204.3,-237.3,-151.5,1000,21.6,3.9
37.93,0.092762,0.075433,0.033129,0.12407,182.7,-50.6,-157,-211.5,-237.3,-156.9,1000,21.6,3.9
37.94,0.092253,0.14526,0.045872,0.17809,187.1,-50.1,-150.9,-201.9,-256.5,-150.3,1000.1,21.6,3.9
37.95,0.20642,0.11264,0.18043,0.2964,235.7,-58.8,-136,-213.9,-263.7,-149.1,1000.1,21.6,3.9
37.96,0.24567,0.036697,0.32008,0.40516,339.8,-90.4,-105.8,-199.5,-278.1,-146.7,1000,21.6,3.9
37.97,0.075433,-0.16004,0.54638,0.57431,527,-149.5,-88.9,-237.9,-304.5,-151.5,1000,21.6,3.9
37.98,0.04842,-0.14985,0.52803,0.55101,729.5,-233.7,-69.5,-223.5,-345.3,-138.9,999.5,21.6,3.9
37.99,-0.78848,0.24567,1.3267,1.5628,983.1,-356.9,163.5,-235.5,-407.7,-123.9,999.1,21.6,3.9
38,-0.78848,0.24567,1.3267,1.5628,983.1,-356.9,163.5,-235.5,-407.7,-123.9,999.1,21.57,3.9
38.01,-1.2548,1.1636,2.1845,2.775,1099.8,-378.5,358.6,-269.1,-434.1,-119.1,998.7,21.57,3.9
38.02,-1.6498,2.2492,2.8053,3.9561,1326.5,-128.9,541,-307.5,-465.3,-104.7,998.8,21.57,3.9
38.03,-1.1692,1.9118,2.1218,3.0861,1657,410.6,388.9,-331.5,-474.9,-81.9,999,21.57,3.9
38.04,-0.5999,1.0102,0.88583,1.4714,1643.5,629.8,135.2,-341.1,-443.7,-69.3,999.2,21.57,3.9
38.05,-0.3894,0.82212,0.12742,0.91856,1420.1,575,3.7,-360.3,-422.1,-44.1,999.3,21.57,3.9
38.06,-0.19419,0.70897,-0.29969,0.79383,1257.3,525.4,-72.8,-357.9,-410.1,-35.1,999.5,21.57,3.9
38.07,0.058614,0.52396,-0.72936,0.89996,1158.2,440.6,-164.5,-386.7,-350.1,-28.5,999.7,21.57,3.9
38.08,0.19776,0.184,-1.0571,1.0911,1051.4,310.7,-249,-396.3,-326.1,-20.7,999.9,21.57,3.9
38.09,0.28338,-0.18298,-1.1453,1.1939,888.1,197.2,-271.7,-396.3,-275.7,-16.5,1000.1,21.57,3.9
38.1,0.43986,-0.24618,-1.0958,1.2062,673.4,111.5,-250.7,-401.1,-254.1,-15.9,1000.4,21.57,3.9
38.11,0.59429,-0.068807,-1.1147,1.2651,653.1,45.9,-225.7,-408.3,-220.5,-10.5,1000.4,21.57,3.9
38.12,0.76555,-0.0045872,-1.0668,1.313,945.3,-27.4,-206.5,-401.1,-201.3,-11.7,1000.6,21.57,3.9
38.13,0.80734,-0.12385,-0.83996,1.1716,1345.6,-120.6,-161.2,-396.3,-131.7,-12.3,1000.4,21.57,3.9
38.14,0.60499,-0.31804,-0.40826,0.79614,1681.7,-205.9,-77.9,-379.5,-74.1,-15.9,1000.3,21.57,3.9
38.15,0.56269,-0.52497,-0.12436,0.77954,1906.7,-250.5,31.5,-389.1,29.1,-27.3,1000.2,21.57,3.9
38.16,0.30632,-0.96279,0.22936,1.0361,1998,-225.3,161.1,-372.3,98.7,-39.3,1000.2,21.57,3.9
38.17,0.097859,-1.3863,0.75025,1.5794,1973.4,-114.1,263.7,-353.1,132.3,-66.9,1000.1,21.57,3.9
38.18,0.074414,-1.1962,1.1106,1.634,1801.9,62.6,291,-341.1,149.1,-90.9,1000.2,21.57,3.9
38.19,0.19827,-0.87462,1.3802,1.646,1579.4,192.8,217.4,-321.9,127.5,-114.9,1000.3,21.57,3.9
38.2,0.37717,-0.47604,1.631,1.7404,1348.2,248.5,112.9,-321.9,77.1,-131.7,1000.4,21.57,3.9
38.21,0.45617,0.093272,1.6335,1.6986,1160.4,276.6,17.1,-285.9,29.1,-146.1,1000.3,21.57,3.9
38.22,0.55148,0.6157,1.5556,1.7615,1040.7,283.2,-69.5,-271.5,-35.7,-145.5,1000.5,21.57,3.9
38.23,0.59582,1.1621,1.475,1.9701,967.6,236.5,-138.1,-278.7,-59.7,-152.1,1000.3,21.57,3.9
38.24,0.35015,1.3389,1.1555,1.8029,880.2,140.6,-155.1,-249.9,-138.9,-162.3,1000.1,21.57,3.9
38.25,0.12538,1.0836,0.62538,1.2574,704.6,58,-142.9,-257.1,-182.1,-154.5,1000,21.57,3.9
38.26,0.057594,0.75637,0.32569,0.82552,525.1,16.2,-144.3,-264.3,-232.5,-158.7,999.9,21.57,3.9
38.27,0.046891,0.5632,0.20744,0.60202,377,-8.5,-148.8,-242.7,-246.9,-154.5,1000,21.57,3.9
38.28,0.062181,0.53007,0.18552,0.56503,269.4,-24,-145.6,-245.1,-246.9,-152.1,1000,21.57,3.9
38.29,0.091233,0.55046,0.29867,0.63288,175.6,-33.8,-130.5,-247.5,-268.5,-149.7,1000,21.57,3.9
38.3,0.065749,0.59327,0.43629,0.73935,34.8,-45.9,-105.5,-230.7,-270.9,-159.9,1000,21.57,3.9
38.31,0.021916,0.63558,0.55708,0.84545,-152.7,-61.7,-81.2,-240.3,-275.7,-155.7,999.9,21.57,3.9
38.32,0,0.72069,0.73089,1.0264,-361.8,-72.1,-63.8,-237.9,-256.5,-157.5,1000,21.57,3.9
38.33,-0.036188,0.82263,0.96381,1.2677,-566.8,-72.3,-54.8,-257.1,-213.3,-161.1,1000,21.57,3.9
38.34,-0.018349,0.91233,1.2732,1.5664,-743.3,-65.4,-44.1,-254.7,-191.7,-157.5,1000.1,21.57,3.9
38.35,0.068298,0.8318,1.4975,1.7143,-858.3,-53.2,-11,-257.1,-126.9,-159.3,1000.1,21.57,3.9
38.36,0.16667,0.36035,1.525,1.5758,-920.6,-71.1,29.8,-271.5,-88.5,-158.1,1000.2,21.57,3.9
38.37,0.19368,-0.14271,1.2732,1.2957,-1046,-94.5,39,-261.9,-35.7,-156.9,1000.1,21.57,3.9
38.38,0.086137,-0.29664,0.91692,0.96755,-1214.9,-80.1,32.9,-271.5,17.1,-145.5,1000.1,21.57,3.9
38.39,0.086646,-0.45107,0.83996,0.95734,-1330.4,-49.5,23.7,-259.5,79.5,-131.1,1000,21.57,3.9
38.4,0.10958,-0.70846,0.79766,1.0725,-1367.6,-22.3,29.2,-273.9,125.1,-111.9,1000.1,21.57,3.9
38.41,0.11315,-1.209,0.59531,1.3523,-1289.8,-1.9,30.1,-269.1,149.1,-100.5,1000,21.57,3.9
