Time (s),Accel_X (g),Accel_Y (g),Accel_Z (g),Accel_Mag (g),Gyro_X (deg/s),Gyro_Y (deg/s),Gyro_Z (deg/s),Mag_X (mT),Mag_Y (mT),Mag_Z (mT),Pressure (mbar),P_Temp (C),Battery (V)
77.19,-0.58563,0.23547,0.70693,0.94771,-1997.9,12.1,-24.8,-134.7,-251.7,-3.9,1018,24.98,3.92
77.2,-0.48981,0.80377,0.80683,1.2397,-1997.9,38,-31.2,-122.7,-393.3,-29.1,1016.4,24.98,3.92
77.21,-0.40775,1.4495,1.6335,2.2217,-1997.9,43.5,4.3,-149.1,-458.1,-67.5,1014.4,24.98,3.92
77.22,-0.40979,1.1045,2.3445,2.6239,-1997.9,26.2,20.6,-158.7,-431.7,-98.7,1013.8,24.98,3.92
77.23,-0.57798,0.63252,3.2115,3.3239,-1997.9,-15.3,-2.3,-185.1,-270.9,-134.1,1013.8,24.98,3.92
77.24,-0.46738,0.082569,3.1733,3.2086,-1997.9,-10.7,-11,-201.9,-76.5,-136.5,1013.5,24.98,3.92
77.25,-0.47961,-0.4103,2.6295,2.7042,-1997.9,-27.3,-24.1,-194.7,69.9,-118.5,1012.4,24.98,3.92
77.26,-0.36901,-0.64322,1.9608,2.0963,-1997.9,-38.7,-10.7,-197.1,134.7,-81.3,1012.1,24.98,3.92
77.27,-0.28695,-0.3002,1.5566,1.611,-1997.9,-0.1,-21.1,-192.3,43.5,-25.5,1012.5,24.98,3.92
77.28,-0.35678,0.029562,1.1606,1.2145,-1997.9,-13.5,-15.6,-185.1,-102.9,-6.3,1012.1,24.98,3.92
77.29,-0.41845,0.91386,1.1448,1.5234,-1997.9,-19.5,2,-189.9,-275.7,-14.7,1012.6,24.98,3.92
77.3,-0.29154,0.67329,1.2559,1.4545,-1997.9,-30.9,-4.8,-177.9,-405.3,-47.1,1011.9,24.98,3.92
77.31,-0.30071,1.1147,1.8955,2.2194,-1997.9,-19,-63.5,-165.9,-412.5,-84.9,1011.4,24.98,3.92
77.32,-0.48573,1.0607,2.7941,3.0278,-1997.9,-16.8,-88.1,-170.7,-299.7,-125.1,1010.6,24.98,3.92
77.33,-0.45056,0.55861,3.2411,3.3196,-1997.9,25,-119.6,-146.7,-126.9,-147.9,1010.5,24.98,3.92
77.34,-0.29664,-0.24516,3.3231,3.3453,-1997.9,83.3,-83.6,-144.3,57.9,-138.3,1010.1,24.98,3.92
77.35,-0.27982,-0.5632,2.8848,2.9526,-1997.9,83.1,-1.8,-144.3,168.3,-94.5,1010.1,24.98,3.92
77.36,-0.21254,-0.87819,2.445,2.6066,-1997.9,33.2,12.2,-170.7,141.9,-44.7,1009.6,24.98,3.92
77.37,-0.36239,-0.45515,1.5464,1.6522,-1997.9,7.4,-6.5,-182.7,-4.5,-14.1,1008.4,24.98,3.92
77.38,-0.46534,0.22273,1.0632,1.1818,-1997.9,65.1,-78.8,-161.1,-225.3,-9.3,1006.8,24.98,3.92
77.39,-0.2421,0.97197,1.2732,1.62,-1997.9,172.9,-76,-161.1,-405.3,-26.7,1006,24.98,3.92
77.4,0.14322,0.86442,2.1733,2.3433,-1997.9,248,56.6,-134.7,-477.3,-84.3,1005.1,24.98,3.92
77.41,0.08002,0.61723,2.8236,2.8914,-1997.9,71.7,257.4,-129.9,-414.9,-116.7,1005.3,24.98,3.92
77.42,-0.18196,0.12232,3.6004,3.6071,-1997.9,-126.7,266.4,-170.7,-225.3,-143.1,1005.8,24.98,3.92
77.43,-0.22528,-0.12181,2.658,2.6703,-1997.9,-245.4,134.9,-187.5,14.7,-136.5,1005.2,24.98,3.92
77.44,-0.45056,-0.15494,2.1086,2.1617,-1997.9,-292.1,-85.7,-192.3,149.1,-99.3,1006.5,24.98,3.92
77.45,-0.7212,-0.50917,1.0887,1.4017,-1997.9,-243.9,-208.1,-213.9,153.9,-48.3,1007.2,24.98,3.92
77.46,-0.58104,0.060143,1.4332,1.5477,-1997.9,-110.1,-259.2,-223.5,45.9,-10.5,1007.6,24.98,3.92
77.47,-0.45617,0.34913,1.3461,1.4635,-1997.9,58.7,-252.3,-221.1,-155.7,3.3,1006.9,24.98,3.92
77.48,-0.40469,0.99286,1.1733,1.5894,-1997.9,165.7,-122.3,-221.1,-335.7,-11.7,1006.4,24.98,3.92
77.49,-0.1264,0.72426,1.4898,1.6613,-1997.9,180.3,61.7,-228.3,-453.3,-47.1,1006,24.98,3.92
77.5,-0.066259,0.76707,1.7798,1.9392,-1997.9,107.7,137.6,-240.3,-450.9,-89.7,1005.7,24.86,3.92
77.51,-0.055556,0.60703,2.0066,2.0972,-1997.9,16.8,159.2,-223.5,-354.9,-127.5,1005,24.86,3.92
77.52,-0.066769,0.26758,2.0928,2.1109,-1997.9,-64.4,138.6,-206.7,-201.3,-144.9,1004.9,24.86,3.92
77.53,-0.16922,-0.18145,1.9954,2.0108,-1997.9,-119.8,85,-235.5,2.7,-141.9,1004.6,24.86,3.92
77.54,-0.31855,-0.79307,1.6937,1.8971,-1997.9,-135.9,-44.8,-259.5,129.9,-108.3,1005.2,24.86,3.92
77.55,-0.18552,-0.55505,1.2406,1.3717,-1997.9,-91.1,-176.3,-283.5,185.1,-75.3,1004.9,24.86,3.92
77.56,-0.15749,-0.50612,0.74924,0.91778,-1997.9,-22.4,-186.6,-285.9,139.5,-33.3,1004.7,24.86,3.92
77.57,-0.11366,-0.26504,0.33588,0.4427,-1997.9,46.2,-177.7,-300.3,26.7,-10.5,1004.5,24.86,3.92
77.58,-0.041794,0.1371,0.15596,0.21182,-1997.9,108.8,-151,-302.7,-124.5,-1.5,1004.2,24.86,3.92
77.59,0.028033,0.56014,0.184,0.59025,-1997.9,157.3,-100.7,-281.1,-280.5,-0.9,1004,24.86,3.92
77.6,0.11366,0.9103,0.39857,1.0002,-1997.9,183.5,-34,-305.1,-395.7,-30.9,1003.8,24.86,3.92
77.61,0.21611,1.1167,0.77217,1.3748,-1997.9,180,40.4,-293.1,-474.9,-47.7,1003.5,24.86,3.92
77.62,0.30377,1.1142,1.2263,1.6845,-1997.9,143.7,109.9,-293.1,-474.9,-96.3,1003.3,24.86,3.92
77.63,0.35474,0.88073,1.6019,1.8622,-1997.9,79.5,157.8,-288.3,-410.1,-130.5,1003.1,24.86,3.92
77.64,0.3476,0.5051,1.8303,1.9302,-1997.9,4.6,169.2,-290.7,-278.1,-152.1,1003.2,24.86,3.92
77.65,0.33028,0.089704,1.8629,1.8941,-1997.9,-60.1,146.9,-319.5,-114.9,-157.5,1002.9,24.86,3.92
77.66,0.31193,-0.31091,1.6764,1.7332,-1997.9,-104.2,105.9,-343.5,53.1,-132.3,1003.2,24.86,3.92
77.67,0.26656,-0.82263,1.3206,1.5785,-1997.9,-128.5,59.5,-324.3,134.7,-112.5,1003,24.86,3.92
77.68,0.22222,-1.0061,0.89959,1.3678,-1997.9,-135.3,-12,-336.3,177.9,-72.9,1003.2,24.86,3.92
77.69,0.24669,-0.5999,0.48165,0.80791,-1997.9,-121.4,-68.1,-345.9,151.5,-45.9,1003.2,24.86,3.92
77.7,0.22324,-0.49745,0.1213,0.55858,-1997.9,-97.2,-98.2,-345.9,101.1,-20.1,1003.1,24.86,3.92
77.71,0.19776,-0.25433,-0.13812,0.35053,-1997.9,-61.6,-130.1,-345.9,-26.1,-14.1,1003.1,24.86,3.92
77.72,0.18247,0.075943,-0.24873,0.31769,-1997.9,-9.9,-152.3,-324.3,-119.7,-3.3,1003,24.86,3.92
77.73,0.18043,0.37054,-0.237,0.47542,-1997.9,53.7,-152.1,-309.9,-244.5,-5.7,1003,24.86,3.92
77.74,0.18909,0.6371,-0.13048,0.67726,-1997.9,116.1,-123.5,-324.3,-342.9,-22.5,1002.9,24.86,3.92
77.75,0.2156,0.83486,0.069317,0.86503,-1997.9,163.1,-67.4,-317.1,-419.7,-38.1,1002.8,24.86,3.92
77.76,0.27064,0.97655,0.33078,1.066,-1997.9,182.8,8.4,-317.1,-462.9,-64.5,1003,24.86,3.92
77.77,0.32875,1.0138,0.63201,1.239,-1997.9,167.9,89.9,-312.3,-460.5,-93.9,1002.8,24.86,3.92
77.78,0.38226,0.95515,0.94444,1.3966,-1997.9,117.3,160.5,-326.7,-405.3,-116.7,1002.8,24.86,3.92
77.79,0.42661,0.78797,1.2156,1.5102,-1997.9,37.1,206.3,-324.3,-335.7,-136.5,1002.9,24.86,3.92
77.8,0.45056,0.53058,1.4088,1.5714,-1997.9,-59,215.4,-326.7,-210.9,-144.9,1002.8,24.86,3.92
77.81,0.44699,0.23344,1.4898,1.5728,-1997.9,-153,182.9,-326.7,-95.7,-147.9,1002.8,24.86,3.92
77.82,0.43068,-0.083588,1.4587,1.5233,-1989.5,-225.3,113.2,-353.1,12.3,-141.9,1002.7,24.86,3.92
77.83,0.41488,-0.37615,1.3155,1.4297,-1960.2,-262.8,18.3,-353.1,98.7,-114.9,1002.8,24.86,3.92
77.84,0.40367,-0.5999,1.0673,1.2892,-1920.6,-259.4,-84.6,-367.5,156.3,-92.7,1002.6,24.86,3.92
77.85,0.39755,-0.71254,0.75739,1.1133,-1874.3,-216.7,-178.5,-377.1,149.1,-62.7,1002.7,24.86,3.92
77.86,0.39755,-0.71254,0.75739,1.1133,-1874.3,-216.7,-178.5,-377.1,149.1,-62.7,1002.7,24.86,3.92
77.87,0.40724,-0.70693,0.43068,0.92254,-1823.9,-142.4,-249.2,-393.9,127.5,-45.3,1002.7,24.86,3.92
77.88,0.43782,-0.62334,0.14373,0.77518,-1770.8,-48.1,-288.5,-413.1,74.7,-22.5,1002.7,24.86,3.92
77.89,0.49388,-0.47452,-0.09684,0.69171,-1717.9,52.7,-293.2,-413.1,-21.3,-10.5,1002.7,24.86,3.92
77.9,0.55708,-0.26096,-0.25484,0.66587,-1669.4,148.4,-264.9,-422.7,-105.3,-7.5,1002.6,24.86,3.92
77.91,0.6106,-0.035678,-0.30836,0.68498,-1628.8,229.1,-207.6,-449.1,-201.3,-5.7,1002.7,24.86,3.92
77.92,0.68196,0.17023,-0.3002,0.76431,-1597.4,287.1,-127.7,-439.5,-280.5,-20.7,1002.6,24.86,3.92
77.93,0.75382,0.34659,-0.22426,0.85945,-1574.9,315.7,-34.1,-461.1,-345.3,-32.7,1002.6,24.86,3.92
77.94,0.82671,0.47299,-0.083588,0.95611,-1560.7,312,62.3,-456.3,-381.3,-40.5,1002.8,24.86,3.92
77.95,0.88736,0.54995,0.068807,1.0462,-1552.6,277.6,150.6,-465.9,-414.9,-63.9,1002.8,24.86,3.92
77.96,0.94444,0.57543,0.22936,1.1295,-1548.3,218.5,222,-473.1,-405.3,-80.7,1002.9,24.86,3.92
77.97,0.98675,0.54434,0.39195,1.1931,-1546.2,142.9,270.5,-492.3,-371.7,-99.9,1003,24.86,3.92
77.98,1.0056,0.46228,0.51835,1.2221,-1543.5,59.4,293.7,-504.3,-323.7,-108.3,1003.2,24.86,3.92
77.99,1.0056,0.20999,0.6264,1.2032,-1528,-99.8,267.9,-518.7,-191.7,-120.3,1003.2,24.86,3.92
78,1.0056,0.20999,0.6264,1.2032,-1528,-99.8,267.9,-518.7,-191.7,-120.3,1003.1,24.77,3.92
78.01,0.99643,0.090214,0.60041,1.1668,-1513.6,-163.7,225.9,-497.1,-129.3,-119.7,1003.5,24.77,3.92
78.02,0.97859,-0.017329,0.53976,1.1177,-1494.7,-210.9,168,-511.5,-71.7,-110.7,1003.6,24.77,3.92
78.03,0.95617,-0.087156,0.44954,1.0602,-1473.3,-236.5,100.1,-545.1,-14.1,-108.9,1003.6,24.77,3.92
78.04,0.93017,-0.12334,0.33843,0.99748,-1450.1,-238.9,31.2,-525.9,17.1,-92.1,1009.9,24.77,3.92
78.05,2.6437,-0.23904,0.38736,2.6826,-1330.3,-201.2,-16.2,-545.1,36.3,-82.5,1004.2,24.77,3.92
78.06,0.79307,-0.17992,0.083078,0.81745,-1108.5,-134.9,-48.5,-537.9,43.5,-77.7,1003.8,24.77,3.92
78.07,0.73802,-0.10143,0.012742,0.74507,-1103.1,-109.2,-71,-528.3,38.7,-60.9,1004,24.77,3.92
78.08,0.89602,-0.066259,-0.034659,0.89914,-1102.6,-78.2,-83.8,-559.5,19.5,-54.3,1004.2,24.77,3.92
78.09,1.1713,0.034149,-0.18705,1.1866,-1064.2,-47,-77.9,-533.1,-16.5,-39.3,1003.8,24.77,3.92
78.1,0.94088,-0.046381,-0.1998,0.96297,-909,-48,5.3,-528.3,-26.1,-32.7,1004.1,24.77,3.92
78.11,0.86646,0.16157,-0.16972,0.89759,-875.4,-41.2,28.1,-542.7,-57.3,-34.5,1004,24.77,3.92
78.12,0.90163,0.20183,-0.1789,0.94111,-888.9,-30.2,26,-545.1,-69.3,-27.3,1004,24.77,3.92
78.13,0.88838,0.23496,-0.15087,0.93123,-883.2,-23.3,39.1,-521.1,-110.1,-29.1,1004,24.77,3.92
78.14,0.88532,0.26707,-0.1213,0.93265,-878.8,-23.1,59.8,-523.5,-146.1,-33.3,1003.9,24.77,3.92
78.15,0.8945,0.29103,-0.10601,0.9466,-878.7,-30.8,81.6,-509.1,-165.3,-21.9,1004,24.77,3.92
78.16,0.91081,0.29918,-0.09684,0.96356,-879.6,-44.8,101.5,-513.9,-179.7,-25.5,1003.8,24.77,3.92
78.17,0.93119,0.31244,-0.078491,0.98534,-880.4,-62.6,117.4,-513.9,-213.3,-29.7,1003.7,24.77,3.92
78.18,0.93782,0.3262,-0.073904,0.99568,-881.2,-81,128.2,-530.7,-237.3,-26.7,1003.6,24.77,3.92
78.19,0.94037,0.35015,-0.09735,1.0082,-882.1,-100.9,135.2,-509.1,-270.9,-31.5,1003.8,24.77,3.92
78.2,0.93578,0.37156,-0.1264,1.0148,-883.5,-120.5,140.2,-506.7,-287.7,-36.9,1003.4,24.77,3.92
78.21,0.96126,0.36239,-0.14424,1.0374,-885.4,-130.3,143.5,-501.9,-287.7,-42.3,1002.9,24.77,3.92
78.22,0.99337,0.31957,-0.093782,1.0477,-886.6,-129.8,143.9,-511.5,-318.9,-43.5,1002.9,24.77,3.92
78.23,1.0127,0.29052,-0.0158,1.0537,-885.3,-129.9,136.3,-511.5,-309.3,-48.3,1002.9,24.77,3.92
78.24,1.0061,0.26249,0.053517,1.0412,-881.5,-135.3,119.7,-535.5,-340.5,-53.7,1003.3,24.77,3.92
78.25,0.99643,0.53007,-0.051478,1.1298,-850.6,-152.8,83.2,-516.3,-350.1,-58.5,1003.3,24.77,3.92
78.26,0.9317,0.28899,0.03211,0.97602,-759,-187.9,14.3,-518.7,-362.1,-59.1,1003.1,24.77,3.92
78.27,1.0015,0.60347,-0.058104,1.1707,-686.2,-199.6,-27.1,-523.5,-369.3,-63.9,1003.1,24.77,3.92
78.28,0.88838,0.30581,-0.044852,0.94061,-547.3,-209.9,-88.5,-525.9,-390.9,-78.3,1002.9,24.77,3.92
78.29,0.89959,0.39704,-0.058614,0.98506,-556.5,-204.7,-93.5,-523.5,-388.5,-75.9,1003.1,24.77,3.92
78.3,1.2839,0.77013,-0.12538,1.5024,-562.6,-196.9,-101.1,-521.1,-386.1,-78.3,1005.3,24.77,3.92
78.31,1.1524,0.60296,-0.15341,1.3096,-411.8,-209.6,-161.5,-513.9,-362.1,-84.9,1003.1,24.77,3.92
78.32,0.74108,0.39144,-0.061672,0.84037,-354.6,-212.7,-185.4,-506.7,-366.9,-82.5,1003,24.77,3.92
78.33,0.80989,0.50765,-0.073904,0.95869,-387.3,-199.3,-183.4,-494.7,-362.1,-81.3,1003.2,24.77,3.92
78.34,0.80683,0.54944,-0.08053,0.97946,-398.4,-185.5,-188.9,-492.3,-390.9,-80.1,1003.1,24.77,3.92
78.35,0.77064,0.57288,-0.058614,0.96204,-407.6,-168.2,-194.2,-497.1,-395.7,-84.3,1003.3,24.77,3.92
78.36,0.74414,0.59276,-0.043323,0.95236,-419.9,-148.2,-196.2,-477.9,-412.5,-86.1,1003.4,24.77,3.92
78.37,0.73089,0.6213,-0.019878,0.95948,-432.3,-128,-194.5,-499.5,-426.9,-87.9,1003.3,24.77,3.92
78.38,0.72171,0.67125,0.011213,0.98569,-446.1,-109,-188.4,-470.7,-414.9,-95.1,1003.3,24.77,3.92
78.39,0.71101,0.71662,0.057594,1.0111,-462.2,-90.9,-180.5,-463.5,-419.7,-103.5,1003.5,24.77,3.92
78.4,0.69419,0.75076,0.11978,1.0295,-480.7,-73.1,-171.2,-446.7,-407.7,-107.7,1003.6,24.77,3.92
78.41,0.67584,0.76351,0.19164,1.0375,-502.4,-55.5,-160.3,-444.3,-393.3,-104.1,1003.7,24.77,3.92
78.42,0.64985,0.75025,0.25331,1.0244,-526.1,-38.5,-148.1,-425.1,-393.3,-117.3,1003.7,24.77,3.92
78.43,0.62844,0.73394,0.31651,1.0168,-550.3,-21.8,-135,-432.3,-381.3,-120.9,1003.6,24.77,3.92
78.44,0.61927,0.73293,0.41743,1.0464,-573.8,-6,-121.3,-432.3,-362.1,-117.9,1003.8,24.77,3.92
78.45,0.61621,0.72987,0.52294,1.089,-597.1,7.6,-106,-422.7,-347.7,-129.3,1004,24.77,3.92
78.46,0.61111,0.70082,0.62283,1.1192,-620.5,18.4,-90.3,-425.1,-330.9,-137.1,1004.1,24.77,3.92
78.47,0.60449,0.65494,0.71865,1.1449,-643.9,25.9,-75,-422.7,-302.1,-142.5,1004,24.77,3.92
78.48,0.59837,0.59429,0.80581,1.1664,-666.7,30,-61.9,-408.3,-270.9,-137.7,1003.9,24.77,3.92
78.49,0.59327,0.51886,0.88175,1.1827,-687.7,32.2,-52.2,-417.9,-230.1,-144.3,1003.9,24.77,3.92
78.5,0.59888,0.43221,0.95821,1.2098,-706.4,34,-44.9,-405.9,-186.9,-143.1,1003.8,24.75,3.92
78.51,0.60296,0.33028,1.0301,1.2384,-722,36.2,-38.5,-403.5,-158.1,-147.9,1004.2,24.75,3.92
78.52,0.6055,0.21254,1.0688,1.2467,-733.7,37.1,-31.9,-405.9,-112.5,-139.5,1004.1,24.75,3.92
78.53,0.59888,0.10601,1.0627,1.2244,-741.6,35.9,-26.1,-410.7,-69.3,-145.5,1003.8,24.75,3.92
78.54,0.59174,-0.0015291,1.028,1.1862,-745.7,33.4,-21.7,-396.3,-42.9,-137.1,1003.8,24.75,3.92
78.55,0.59378,-0.11417,1.0127,1.1795,-746.7,30.5,-19.5,-396.3,0.3,-134.1,1003.7,24.75,3.92
78.56,0.59939,-0.22426,0.99388,1.1821,-744.7,26.1,-20,-403.5,36.3,-134.1,1003.8,24.75,3.92
78.57,0.59939,-0.31957,0.95413,1.1712,-739.3,20.8,-23.5,-403.5,69.9,-121.5,1003.7,24.75,3.92
78.58,0.59582,-0.40265,0.89042,1.1445,-730.1,16.2,-29.8,-391.5,79.5,-118.5,1003.6,24.75,3.92
78.59,0.58869,-0.48012,0.82161,1.119,-717.6,12.1,-37.7,-410.7,115.5,-108.3,1003.5,24.75,3.92
78.6,0.5948,-0.55046,0.74414,1.1002,-701.2,8.9,-47.1,-405.9,132.3,-96.3,1003.3,24.75,3.92
78.61,0.60703,-0.60754,0.66055,1.0835,-681.1,6.8,-57,-405.9,137.1,-90.9,1003,24.75,3.92
78.62,0.62232,-0.65647,0.57645,1.0726,-658.1,5.4,-66,-405.9,141.9,-86.1,1002.9,24.75,3.92
78.63,0.63558,-0.69164,0.49796,1.0632,-633.2,4.3,-74.3,-422.7,127.5,-76.5,1002.7,24.75,3.92
78.64,0.65698,-0.71407,0.41794,1.0565,-606.3,3.4,-82.1,-403.5,146.7,-71.7,1002.5,24.75,3.92
78.65,0.66871,-0.72324,0.33588,1.0407,-577.8,2.7,-89.6,-420.3,149.1,-59.1,1002.4,24.75,3.92
78.66,0.684,-0.72171,0.26249,1.0284,-548.2,2.3,-97,-434.7,129.9,-53.1,1002.1,24.75,3.92
78.67,0.69827,-0.7314,0.19113,1.0291,-518.3,2.8,-105.6,-439.5,113.1,-47.1,1001.8,24.75,3.92
78.68,0.7156,-0.72477,0.11723,1.0252,-488.2,4.7,-116,-427.5,113.1,-39.3,1001.7,24.75,3.92
78.69,0.73394,-0.70897,0.052497,1.0218,-457.9,8.5,-128,-449.1,101.1,-39.9,1001.5,24.75,3.92
78.7,0.75229,-0.69113,-0.0086646,1.0216,-427,14,-141.5,-446.7,74.7,-29.7,1001.2,24.75,3.92
78.71,0.76453,-0.66871,-0.068298,1.018,-396.4,21.7,-155.9,-449.1,45.9,-29.7,1001.1,24.75,3.92
78.72,0.78593,-0.6473,-0.12895,1.0263,-366.7,31.9,-169.9,-458.7,31.5,-27.3,1000.7,24.75,3.92
78.73,0.80479,-0.60194,-0.18145,1.0212,-338.5,44.1,-182.8,-470.7,24.3,-23.7,1000.4,24.75,3.92
78.74,0.80479,-0.60194,-0.18145,1.0212,-338.5,44.1,-182.8,-470.7,24.3,-23.7,1000.2,24.75,3.92
78.75,0.816,-0.55708,-0.22375,1.0131,-312.4,58.1,-193.9,-480.3,-21.3,-24.9,1000,24.75,3.92
78.76,0.83129,-0.51733,-0.26198,1.0136,-288.3,73.7,-203.1,-485.1,-28.5,-18.9,999.8,24.75,3.92
78.77,0.83843,-0.4684,-0.28491,1.0018,-266,89.6,-210.5,-509.1,-52.5,-26.7,999.6,24.75,3.92
78.78,0.84862,-0.42864,-0.29817,0.99639,-245.1,104.5,-216.5,-511.5,-59.7,-19.5,999.5,24.75,3.92
78.79,0.86493,-0.39195,-0.31091,0.9992,-225.4,118,-221.1,-521.1,-86.1,-18.3,999.3,24.75,3.92
78.8,0.87717,-0.35423,-0.31957,0.99851,-207.3,128.9,-224.7,-501.9,-107.7,-18.3,999.2,24.75,3.92
78.81,0.89144,-0.31549,-0.32059,0.99849,-190.6,137.2,-227.3,-511.5,-117.3,-26.1,999.2,24.75,3.92
78.82,0.88175,-0.26656,-0.30224,0.96948,-175.3,142.6,-228.5,-542.7,-143.7,-26.7,999.3,24.75,3.92
78.83,0.8787,-0.22069,-0.28797,0.95065,-162.1,144.9,-228.5,-554.7,-153.3,-29.7,999.3,24.75,3.92
78.84,0.89093,-0.184,-0.27931,0.95164,-150.9,143.7,-227.7,-533.1,-167.7,-30.9,999.3,24.75,3.92
78.85,0.89806,-0.14271,-0.26504,0.94717,-142,139.3,-227,-540.3,-191.7,-31.5,999.3,24.75,3.92
78.86,0.90673,-0.10041,-0.25127,0.94624,-135.3,132.5,-226.7,-561.9,-206.1,-27.9,999.3,24.75,3.92
78.87,0.90877,-0.061672,-0.23089,0.93966,-130.4,124,-227.5,-559.5,-210.9,-38.1,999.3,24.75,3.92
78.88,0.90469,-0.021407,-0.20489,0.92785,-126.8,114.9,-229.6,-554.7,-232.5,-38.1,999.3,24.75,3.92
78.89,0.92253,0.023445,-0.17737,0.93972,-124.6,105.3,-232.4,-535.5,-242.1,-36.9,999.3,24.75,3.92
78.9,0.91947,0.072375,-0.1422,0.93321,-123.8,94.5,-235.4,-557.1,-263.7,-45.3,999.1,24.75,3.92
78.91,0.92762,0.12793,-0.11519,0.94346,-124.6,82.9,-237.1,-540.3,-287.7,-40.5,999.3,24.75,3.92
78.92,0.92151,0.1789,-0.090724,0.94309,-127.2,71.1,-237.8,-523.5,-299.7,-38.1,999.4,24.75,3.92
78.93,0.90673,0.22579,-0.059633,0.93632,-131.9,59.5,-237.4,-506.7,-318.9,-45.9,999.4,24.75,3.92
78.94,0.89959,0.27778,-0.043833,0.94252,-139.3,48.2,-235.9,-513.9,-333.3,-47.7,999.4,24.75,3.92
78.95,0.88532,0.32518,-0.036188,0.94385,-148.6,37.7,-234.2,-504.3,-345.3,-50.7,999.2,24.75,3.92
78.96,0.87411,0.38073,-0.022936,0.9537,-159,29,-232.1,-504.3,-357.3,-55.5,999.3,24.75,3.92
78.97,0.85831,0.43476,-0.01631,0.96228,-170.8,21.7,-229.9,-487.5,-357.3,-53.1,999.2,24.75,3.92
78.98,0.82518,0.47859,-0.0061162,0.95394,-184.5,16.3,-228,-494.7,-390.9,-56.7,999.3,24.75,3.92
78.99,0.80071,0.52956,0.0015291,0.95999,-200.1,12.8,-225.9,-473.1,-390.9,-56.1,999.3,24.75,3.92
79,0.77268,0.57696,0.013761,0.96442,-217.6,11,-223.9,-468.3,-393.3,-60.9,999.4,24.79,3.92
79.01,0.74159,0.61825,0.031091,0.966,-236.8,11,-222,-461.1,-398.1,-64.5,999.5,24.79,3.92
79.02,0.71152,0.66208,0.053007,0.97335,-257.9,12.9,-219.5,-417.9,-417.3,-68.1,999.5,24.79,3.92
79.03,0.66769,0.69164,0.075943,0.96433,-280.9,16.8,-215.7,-427.5,-419.7,-68.7,999.3,24.79,3.92
79.04,0.63303,0.72273,0.098879,0.96584,-305.6,22.3,-209.9,-413.1,-407.7,-72.9,999.4,24.79,3.92
79.05,0.60041,0.74261,0.13252,0.96412,-331.5,28.9,-202,-410.7,-407.7,-71.1,999.6,24.79,3.92
79.06,0.57339,0.75127,0.17278,0.96075,-358.2,36.2,-191.8,-401.1,-426.9,-79.5,999.8,24.79,3.92
79.07,0.56218,0.76809,0.22783,0.97873,-385.6,43.8,-179.5,-398.7,-422.1,-80.7,999.9,24.79,3.92
79.08,0.54689,0.77217,0.28287,0.9876,-413.2,50.9,-165.9,-398.7,-419.7,-91.5,999.9,24.79,3.92
79.09,0.53415,0.76351,0.33435,0.98997,-441,57,-150.9,-377.1,-407.7,-92.7,1000,24.79,3.92
79.1,0.52446,0.74465,0.39297,0.99196,-468.1,61.4,-134.5,-372.3,-426.9,-96.9,999.9,24.79,3.92
79.11,0.51937,0.70693,0.45056,0.98615,-494.1,63.8,-117.7,-338.7,-419.7,-102.9,1000.1,24.79,3.92
79.12,0.52548,0.67431,0.51223,0.9966,-519,64.4,-101.3,-353.1,-402.9,-112.5,1000,24.79,3.92
79.13,0.52803,0.62997,0.57747,1.0046,-542.9,63.2,-85.8,-381.9,-386.1,-110.1,999.9,24.79,3.92
79.14,0.52752,0.56167,0.63761,1.0002,-564.5,60.7,-71.2,-360.3,-374.1,-122.7,999.7,24.79,3.92
79.15,0.5316,0.48981,0.69113,1.0001,-583.2,56.7,-57.9,-345.9,-366.9,-120.9,999.6,24.79,3.92
79.16,0.53772,0.4159,0.73904,1.0041,-599.2,51.5,-45.5,-362.7,-330.9,-124.5,999.5,24.79,3.92
79.17,0.54842,0.33537,0.78389,1.0138,-612.4,45.5,-34,-338.7,-304.5,-140.7,999.3,24.79,3.92
79.18,0.56167,0.2528,0.82773,1.0318,-622.9,38.7,-23,-350.7,-282.9,-140.1,999.1,24.79,3.92
79.19,0.57034,0.15902,0.84608,1.0327,-630.2,31.5,-12.5,-343.5,-256.5,-145.5,999.1,24.79,3.92
79.2,0.58869,0.066769,0.86799,1.0509,-633.5,23.4,-3.2,-329.1,-220.5,-145.5,999.1,24.79,3.92
79.21,0.60143,-0.028033,0.86493,1.0539,-633.1,14,4.7,-343.5,-191.7,-148.5,999.1,24.79,3.92
79.22,0.61111,-0.13048,0.85525,1.0592,-629,3.1,10.4,-331.5,-160.5,-153.9,999.1,24.79,3.92
79.23,0.61876,-0.22579,0.82212,1.0534,-621.8,-8.8,12.8,-345.9,-122.1,-144.9,999.1,24.79,3.92
79.24,0.6315,-0.31804,0.78593,1.0572,-611.1,-21.4,10.7,-336.3,-81.3,-138.9,999,24.79,3.92
79.25,0.64628,-0.39908,0.73445,1.0566,-597.4,-33.1,5.1,-336.3,-64.5,-136.5,998.9,24.79,3.92
79.26,0.65494,-0.46483,0.6631,1.0415,-581,-42.9,-4,-331.5,-14.1,-136.5,999,24.79,3.92
79.27,0.65596,-0.51325,0.58053,1.0152,-561.8,-50.3,-16.4,-343.5,5.1,-137.7,999,24.79,3.92
79.28,0.6631,-0.55861,0.49643,0.9991,-539.9,-54.9,-31.7,-360.3,29.1,-131.7,999.1,24.79,3.92
