Time (s),Accel_X (g),Accel_Y (g),Accel_Z (g),Accel_Mag (g),Gyro_X (deg/s),Gyro_Y (deg/s),Gyro_Z (deg/s),Mag_X (mT),Mag_Y (mT),Mag_Z (mT),Pressure (mbar),P_Temp (C),Battery (V),time
166.19,7.43,0.565,6.74,0.237,-0.4,-0.7,-1.0,-417.9,-270.9,-90.3,1000.1,20.34,3.84,166.19
166.2,7.34,1.015,6.96,0.356,0.2,-2.5,-4.2,-408.3,-275.7,-75.9,1000.2,20.34,3.84,166.2
166.21,7.245,1.24,6.81,0.21,0.3,-3.1,-1.5,-398.7,-275.7,-83.1,1000.0,20.34,3.84,166.21
166.22,7.305,1.25,6.44,0.008,-2.2,-0.4,0.8,-396.3,-256.5,-84.3,1000.1,20.34,3.84,166.22
166.23,7.43,1.01,6.33,0.003,0.8,2.6,2.1,-396.3,-270.9,-87.3,1000.2,20.34,3.84,166.23
166.24,7.705,0.83,6.725,0.451,3.6,4.3,0.8,-398.7,-258.9,-87.3,1000.1,20.34,3.84,166.24
166.25,7.47,0.73,6.95,0.419,0.1,0.6,-0.7,-408.3,-268.5,-79.5,1000.1,20.34,3.84,166.25
166.26,7.185,0.905,6.765,0.1,-2.6,-3.1,-1.9,-415.5,-270.9,-82.5,1000.1,20.34,3.84,166.26
166.27,7.28,1.195,6.445,-0.014,-1.9,-2.3,-1.2,-417.9,-263.7,-83.7,1000.1,20.34,3.84,166.27
166.28,7.57,1.225,6.335,0.137,1.6,-0.1,-0.3,-403.5,-256.5,-86.7,1000.1,20.34,3.84,166.28
166.29,7.515,0.955,6.545,0.201,1.5,2.1,0.9,-422.7,-270.9,-81.3,1000.2,20.34,3.84,166.29
166.3,7.445,0.675,6.95,0.397,0.4,2.4,1.0,-405.9,-285.3,-82.5,1000.2,20.34,3.84,166.3
166.31,7.3,0.78,7.08,0.389,-0.5,-0.6,-2.0,-410.7,-278.1,-83.7,1000.0,20.34,3.84,166.31
166.32,7.295,1.075,6.765,0.197,-1.0,-3.6,-3.2,-408.3,-273.3,-83.1,1000.1,20.34,3.84,166.32
166.33,7.36,1.215,6.315,-0.036,-1.4,-1.4,-0.7,-413.1,-273.3,-84.3,1000.0,20.34,3.84,166.33
166.34,7.58,1.03,6.275,0.084,1.0,3.0,2.6,-408.3,-261.3,-81.3,1000.1,20.34,3.84,166.34
166.35,7.62,0.8,6.59,0.296,0.2,4.0,3.0,-413.1,-273.3,-79.5,1000.1,20.34,3.84,166.35
166.36,7.47,0.695,6.865,0.359,0.3,1.0,0.0,-413.1,-268.5,-81.3,1000.0,20.34,3.84,166.36
166.37,7.23,0.915,6.9,0.226,-0.7,-3.4,-3.5,-405.9,-268.5,-75.3,1000.1,20.34,3.84,166.37
166.38,7.19,1.3,6.755,0.141,-0.1,-4.0,-3.8,-408.3,-268.5,-81.3,1000.1,20.34,3.84,166.38
166.39,7.27,1.34,6.48,0.021,0.1,-1.0,-0.7,-405.9,-282.9,-88.5,1000.1,20.34,3.84,166.39
166.4,7.555,1.13,6.375,0.14,1.0,2.9,2.3,-396.3,-268.5,-81.9,1000.1,20.34,3.84,166.4
166.41,7.605,0.755,6.57,0.268,1.5,5.5,3.1,-410.7,-275.7,-79.5,1000.1,20.34,3.84,166.41
166.42,7.545,0.585,6.825,0.381,-0.8,1.5,0.9,-401.1,-263.7,-84.9,1000.1,20.34,3.84,166.42
166.43,7.37,0.77,6.825,0.264,-1.3,-3.8,-3.5,-413.1,-270.9,-84.9,1000.1,20.34,3.84,166.43
166.44,7.32,1.145,6.695,0.176,1.1,-4.7,-4.8,-425.1,-268.5,-90.3,1000.1,20.34,3.84,166.44
166.45,7.325,1.265,6.56,0.104,0.6,-1.0,-0.6,-410.7,-263.7,-84.3,1000.1,20.34,3.84,166.45
166.46,7.445,1.13,6.47,0.118,-2.3,2.9,3.5,-403.5,-268.5,-82.5,1000.1,20.34,3.84,166.46
166.47,7.5,0.77,6.585,0.2,1.4,4.0,2.4,-413.1,-268.5,-90.9,1000.1,20.34,3.84,166.47
166.48,7.545,0.805,6.89,0.439,0.7,1.7,-0.7,-405.9,-275.7,-81.3,1000.1,20.34,3.84,166.48
166.49,7.275,0.895,6.875,0.239,0.2,-2.4,-2.4,-415.5,-263.7,-81.9,1000.1,20.34,3.84,166.49
166.5,7.22,1.195,6.645,0.075,-0.9,-3.1,-2.1,-398.7,-273.3,-84.9,1000.1,20.34,3.84,166.5
166.51,7.4,1.275,6.38,0.043,0.7,-0.6,-0.6,-415.5,-266.1,-82.5,1000.1,20.35,3.84,166.51
166.52,7.615,0.995,6.355,0.158,0.0,3.1,1.8,-413.1,-273.3,-85.5,1000.2,20.35,3.84,166.52
166.53,7.6,0.62,6.605,0.278,0.0,3.7,2.7,-396.3,-273.3,-89.7,1000.3,20.35,3.84,166.53
166.54,7.44,0.655,6.965,0.402,-0.5,-0.1,-1.2,-403.5,-263.7,-89.1,1000.2,20.35,3.84,166.54
166.55,7.265,1.005,6.925,0.277,-0.1,-5.1,-4.7,-413.1,-266.1,-82.5,1000.2,20.35,3.84,166.55
166.56,7.26,1.375,6.705,0.168,1.2,-3.8,-3.7,-389.1,-270.9,-86.7,1000.2,20.35,3.84,166.56
166.57,7.26,1.375,6.705,0.168,1.2,-3.8,-3.7,-389.1,-270.9,-86.7,1000.1,20.35,3.84,166.57
166.58,7.235,1.265,6.495,-0.005,-0.4,1.4,1.6,-415.5,-268.5,-86.7,1000.1,20.35,3.84,166.58
166.59,7.465,0.94,6.455,0.103,-0.4,4.7,4.0,-401.1,-285.3,-84.3,1000.2,20.35,3.84,166.59
166.6,7.705,0.605,6.59,0.347,-0.1,3.9,1.4,-396.3,-266.1,-83.7,1000.1,20.35,3.84,166.6
166.61,7.625,0.635,6.735,0.383,-0.1,-0.3,-1.4,-405.9,-273.3,-84.3,1000.1,20.35,3.84,166.61
166.62,7.365,0.945,6.76,0.232,-0.6,-3.4,-2.8,-391.5,-268.5,-90.9,1000.1,20.35,3.84,166.62
166.63,7.255,1.3,6.62,0.097,0.1,-4.1,-2.4,-403.5,-273.3,-87.3,1000.2,20.35,3.84,166.63
166.64,7.17,1.315,6.545,-0.013,0.9,-0.1,-0.3,-403.5,-270.9,-85.5,1000.1,20.35,3.84,166.64
166.65,7.335,1.135,6.625,0.139,-0.1,3.8,3.1,-396.3,-261.3,-80.7,1000.1,20.35,3.84,166.65
166.66,7.53,0.785,6.725,0.316,0.8,3.4,1.4,-405.9,-266.1,-83.7,1000.1,20.35,3.84,166.66
166.67,7.665,0.685,6.685,0.384,-0.7,-0.7,-1.6,-413.1,-268.5,-83.7,1000.2,20.35,3.84,166.67
166.68,7.505,0.84,6.62,0.233,-0.4,-1.8,-2.1,-408.3,-282.9,-92.1,1000.1,20.35,3.84,166.68
166.69,7.355,0.995,6.62,0.135,0.2,-2.3,-1.9,-410.7,-273.3,-82.5,1000.1,20.35,3.84,166.69
166.7,7.205,1.115,6.665,0.068,-0.7,-1.2,-0.7,-403.5,-273.3,-85.5,1000.1,20.35,3.84,166.7
166.71,7.29,1.12,6.67,0.134,0.3,2.1,1.5,-408.3,-266.1,-82.5,1000.2,20.35,3.84,166.71
166.72,7.58,0.995,6.705,0.359,1.8,3.0,1.5,-413.1,-270.9,-81.9,1000.1,20.35,3.84,166.72
166.73,7.545,0.925,6.68,0.31,-0.9,-0.2,-0.7,-398.7,-278.1,-84.9,1000.1,20.35,3.84,166.73
166.74,7.34,0.88,6.645,0.13,-0.5,-0.6,-0.9,-408.3,-273.3,-85.5,1000.2,20.35,3.84,166.74
166.75,7.4,0.995,6.62,0.169,0.4,-0.9,-1.0,-410.7,-254.1,-84.9,1000.1,20.35,3.84,166.75
166.76,7.455,1.035,6.455,0.105,-0.3,-1.8,-1.4,-410.7,-261.3,-78.3,1000.0,20.35,3.84,166.76
166.77,7.305,0.995,6.55,0.052,0.6,1.7,1.0,-408.3,-268.5,-80.1,1000.1,20.35,3.84,166.77
166.78,7.445,1.0,6.965,0.434,0.8,3.4,1.5,-415.5,-270.9,-89.7,1000.1,20.35,3.84,166.78
166.79,7.415,0.91,6.875,0.343,-1.0,-2.0,-2.1,-417.9,-268.5,-81.9,1000.1,20.35,3.84,166.79
166.8,7.405,0.965,6.5,0.09,-1.6,-3.5,-3.4,-410.7,-270.9,-83.1,1000.2,20.35,3.84,166.8
166.81,7.46,0.99,6.46,0.108,2.1,0.6,0.1,-417.9,-273.3,-85.5,1000.2,20.35,3.84,166.81
166.82,7.435,0.96,6.615,0.188,0.7,2.6,1.9,-405.9,-266.1,-89.1,1000.1,20.35,3.84,166.82
166.83,7.355,0.9,6.67,0.16,-1.4,1.4,1.2,-389.1,-278.1,-84.3,1000.1,20.35,3.84,166.83
166.84,7.395,0.995,6.765,0.262,-0.4,0.4,-1.0,-393.9,-268.5,-86.7,1000.1,20.35,3.84,166.84
166.85,7.535,1.08,6.72,0.344,1.4,-1.5,-2.1,-413.1,-263.7,-78.9,1000.2,20.35,3.84,166.85
166.86,7.405,1.085,6.525,0.119,-1.0,-1.8,-0.8,-405.9,-270.9,-80.1,1000.1,20.35,3.84,166.86
166.87,7.285,0.99,6.45,-0.03,-0.6,0.1,0.5,-405.9,-275.7,-86.7,1000.1,20.35,3.84,166.87
166.88,7.445,0.97,6.63,0.206,2.1,1.5,0.0,-403.5,-275.7,-82.5,1000.1,20.35,3.84,166.88
166.89,7.465,0.9,6.785,0.318,0.2,1.4,0.0,-410.7,-278.1,-84.9,1000.2,20.35,3.84,166.89
166.9,7.39,0.805,6.765,0.241,-1.9,-0.4,-0.6,-410.7,-268.5,-87.9,1000.1,20.35,3.84,166.9
166.91,7.47,0.99,6.62,0.22,0.0,-1.7,-1.9,-408.3,-268.5,-83.7,1000.2,20.35,3.84,166.91
166.92,7.555,1.155,6.52,0.236,1.0,-0.8,-1.1,-401.1,-280.5,-83.7,1000.1,20.35,3.84,166.92
166.93,7.35,0.92,6.54,0.071,-0.5,0.3,0.9,-401.1,-258.9,-89.7,1000.1,20.35,3.84,166.93
166.94,7.235,0.87,6.745,0.12,-0.1,1.5,0.7,-410.7,-258.9,-81.9,1000.1,20.35,3.84,166.94
166.95,7.405,1.0,6.83,0.313,1.7,1.4,-0.1,-408.3,-273.3,-91.5,1000.2,20.35,3.84,166.95
166.96,7.45,1.12,6.67,0.252,-1.5,-0.3,-0.6,-415.5,-273.3,-87.3,1000.1,20.35,3.84,166.96
166.97,7.42,1.08,6.445,0.077,-0.7,-0.9,-0.7,-403.5,-268.5,-80.1,1000.2,20.35,3.84,166.97
166.98,7.505,0.915,6.47,0.141,1.0,0.0,-0.4,-410.7,-273.3,-86.1,1000.1,20.35,3.84,166.98
166.99,7.535,0.795,6.58,0.225,0.4,0.1,-0.1,-403.5,-268.5,-83.7,1000.1,20.35,3.84,166.99
167.0,7.365,0.865,6.785,0.241,0.8,0.0,-0.5,-401.1,-278.1,-83.1,1000.1,20.35,3.84,167.0
167.01,7.23,1.1,6.89,0.238,-0.3,-0.1,-0.1,-403.5,-270.9,-81.3,1000.1,20.34,3.84,167.01
167.02,7.3,1.215,6.745,0.203,-1.1,-0.4,-0.7,-403.5,-273.3,-80.7,1000.2,20.34,3.84,167.02
167.03,7.52,1.115,6.495,0.189,0.4,0.0,-1.1,-398.7,-266.1,-83.7,1000.2,20.34,3.84,167.03
167.04,7.675,0.84,6.38,0.206,0.7,1.1,0.3,-401.1,-273.3,-78.3,1000.3,20.34,3.84,167.04
167.05,7.55,0.53,6.55,0.199,-0.4,0.9,1.2,-417.9,-275.7,-83.7,1000.1,20.34,3.84,167.05
167.06,7.205,0.785,6.935,0.221,-0.3,0.1,0.0,-405.9,-268.5,-83.1,1000.1,20.34,3.84,167.06
167.07,7.175,1.255,7.02,0.306,1.0,-1.1,-2.0,-415.5,-261.3,-78.3,1000.1,20.34,3.84,167.07
167.08,7.36,1.445,6.63,0.201,-1.0,-2.3,-2.0,-401.1,-278.1,-83.1,1000.1,20.34,3.84,167.08
167.09,7.545,1.125,6.395,0.144,0.8,0.6,-0.6,-403.5,-268.5,-79.5,1000.1,20.34,3.84,167.09
167.1,7.68,0.69,6.41,0.217,-0.6,2.7,2.0,-413.1,-263.7,-83.1,1000.1,20.34,3.84,167.1
167.11,7.475,0.525,6.69,0.235,0.8,1.8,1.7,-405.9,-273.3,-83.1,1000.1,20.34,3.84,167.11
167.12,7.215,0.96,6.945,0.25,0.5,-0.4,-1.2,-403.5,-261.3,-83.1,1000.2,20.34,3.84,167.12
167.13,7.14,1.325,6.845,0.169,0.1,-1.7,-2.2,-410.7,-261.3,-86.7,1000.2,20.34,3.84,167.13
167.14,7.38,1.25,6.47,0.084,-1.8,-1.7,-1.7,-410.7,-261.3,-84.3,1000.2,20.34,3.84,167.14
167.15,7.775,0.89,6.275,0.221,0.4,-0.2,-0.6,-403.5,-273.3,-73.5,1000.2,20.34,3.84,167.15
167.16,7.63,0.565,6.51,0.236,0.7,2.3,1.0,-386.7,-261.3,-90.3,1000.2,20.34,3.84,167.16
167.17,7.325,0.69,6.945,0.308,-0.1,1.8,2.0,-401.1,-268.5,-76.5,1000.1,20.34,3.84,167.17
167.18,7.04,1.055,7.095,0.241,-0.1,-0.9,-0.8,-398.7,-263.7,-86.1,1000.0,20.34,3.84,167.18
167.19,7.215,1.43,6.79,0.2,-0.6,-2.6,-3.2,-410.7,-278.1,-87.9,1000.1,20.34,3.84,167.19
167.2,7.555,1.24,6.295,0.102,0.8,-1.3,-1.5,-410.7,-258.9,-86.1,1000.2,20.34,3.84,167.2
167.21,7.795,0.87,6.195,0.185,-0.4,1.8,1.2,-420.3,-280.5,-88.5,1000.1,20.34,3.84,167.21
167.22,7.53,0.505,6.595,0.212,1.0,3.9,2.9,-405.9,-270.9,-79.5,1000.1,20.34,3.84,167.22
167.23,7.275,0.78,7.04,0.344,-0.2,1.6,1.0,-403.5,-266.1,-86.7,1000.1,20.34,3.84,167.23
167.24,7.175,1.155,6.965,0.256,0.9,-3.8,-3.5,-401.1,-278.1,-83.1,1000.1,20.34,3.84,167.24
167.25,7.21,1.42,6.58,0.054,-2.0,-4.3,-3.9,-410.7,-263.7,-85.5,1000.2,20.34,3.84,167.25
167.26,7.49,1.16,6.34,0.071,0.6,1.1,0.2,-393.9,-270.9,-83.7,1000.2,20.34,3.84,167.26
167.27,7.8,0.79,6.465,0.352,1.9,3.9,2.0,-401.1,-266.1,-81.9,1000.2,20.34,3.84,167.27
167.28,7.615,0.55,6.665,0.325,-0.1,1.4,1.0,-396.3,-266.1,-83.1,1000.2,20.34,3.84,167.28
167.29,7.265,0.7,6.93,0.255,-0.6,-0.4,-0.3,-403.5,-256.5,-81.9,1000.0,20.34,3.84,167.29
167.3,7.12,1.18,6.955,0.213,-1.2,-1.9,-1.7,-403.5,-268.5,-76.5,1000.1,20.34,3.84,167.3
167.31,7.275,1.395,6.65,0.145,0.4,-2.1,-2.3,-415.5,-270.9,-75.9,1000.1,20.34,3.84,167.31
167.32,7.505,1.265,6.38,0.121,0.4,0.1,-0.4,-398.7,-258.9,-88.5,1000.1,20.34,3.84,167.32
167.33,7.65,0.785,6.38,0.182,1.4,3.4,1.8,-401.1,-270.9,-83.1,1000.2,20.34,3.84,167.33
167.34,7.58,0.53,6.575,0.238,-0.7,2.5,2.3,-408.3,-266.1,-78.3,1000.1,20.34,3.84,167.34
167.35,7.36,0.69,6.84,0.261,-0.9,0.3,0.0,-413.1,-261.3,-85.5,1000.1,20.34,3.84,167.35
167.36,7.22,1.155,6.89,0.237,-0.5,-3.6,-3.4,-398.7,-268.5,-86.1,1000.2,20.34,3.84,167.36
167.37,7.245,1.41,6.66,0.132,0.1,-2.8,-3.2,-405.9,-278.1,-78.9,1000.0,20.34,3.84,167.37
167.38,7.515,1.215,6.415,0.145,0.4,0.4,0.0,-401.1,-266.1,-85.5,1000.1,20.34,3.84,167.38
167.39,7.715,0.76,6.425,0.259,0.9,2.4,2.0,-403.5,-254.1,-84.3,1000.2,20.34,3.84,167.39
167.4,7.48,0.61,6.7,0.25,0.2,2.0,1.2,-405.9,-266.1,-81.9,1000.0,20.34,3.84,167.4
167.41,7.205,0.81,6.995,0.265,0.0,0.6,-0.1,-413.1,-266.1,-85.5,1000.1,20.34,3.84,167.41
167.42,7.11,1.21,6.94,0.199,-1.2,-1.4,-2.0,-403.5,-275.7,-85.5,1000.2,20.34,3.84,167.42
167.43,7.45,1.335,6.505,0.17,-0.3,-2.9,-2.4,-398.7,-280.5,-83.1,1000.1,20.34,3.84,167.43
167.44,7.68,1.005,6.16,0.086,-0.2,-0.3,-0.6,-403.5,-254.1,-83.1,1000.2,20.34,3.84,167.44
167.45,7.63,0.64,6.46,0.208,2.2,2.9,1.8,-413.1,-278.1,-82.5,1000.2,20.34,3.84,167.45
167.46,7.335,0.665,6.935,0.306,0.0,2.8,2.1,-403.5,-270.9,-80.1,1000.1,20.34,3.84,167.46
167.47,7.335,0.665,6.935,0.306,0.0,2.8,2.1,-403.5,-270.9,-80.1,1000.2,20.34,3.84,167.47
167.48,7.045,1.07,7.075,0.232,-0.2,-0.8,-0.7,-398.7,-258.9,-90.9,1000.0,20.34,3.84,167.48
167.49,7.2,1.39,6.725,0.14,-0.1,-2.9,-3.1,-408.3,-270.9,-84.9,1000.1,20.34,3.84,167.49
167.5,7.75,0.82,6.225,0.164,-1.1,1.7,1.4,-405.9,-280.5,-85.5,1000.2,20.34,3.84,167.5
167.51,7.75,0.82,6.225,0.164,-1.1,1.7,1.4,-405.9,-280.5,-85.5,1000.2,20.34,3.84,167.51
167.52,7.62,0.52,6.625,0.301,0.6,2.0,1.6,-405.9,-290.1,-84.3,1000.3,20.34,3.84,167.52
167.53,7.22,0.685,7.105,0.343,2.1,1.6,-0.3,-401.1,-275.7,-83.7,1000.3,20.34,3.84,167.53
167.54,7.14,1.11,7.1,0.32,-0.3,-1.5,-1.5,-413.1,-263.7,-82.5,1000.3,20.34,3.84,167.54
167.55,7.23,1.305,6.605,0.069,-2.3,-3.4,-2.6,-410.7,-280.5,-86.7,1000.1,20.34,3.84,167.55
167.56,7.6,1.195,6.195,0.068,-0.2,-1.3,-1.8,-403.5,-261.3,-81.3,1000.3,20.34,3.84,167.56
167.57,7.805,0.81,6.315,0.262,2.3,3.1,1.5,-415.5,-273.3,-81.3,1000.2,20.34,3.84,167.57
167.58,7.56,0.64,6.775,0.362,0.6,4.0,3.5,-405.9,-266.1,-83.1,1000.1,20.34,3.84,167.58
167.59,7.145,0.775,7.045,0.254,-0.8,0.0,0.8,-413.1,-268.5,-87.9,1000.1,20.34,3.84,167.59
167.6,7.105,1.225,6.83,0.121,-1.5,-3.7,-3.5,-405.9,-258.9,-90.3,1000.2,20.34,3.84,167.6
167.61,7.355,1.41,6.5,0.106,1.4,-2.6,-3.6,-413.1,-278.1,-83.1,1000.2,20.34,3.84,167.61
167.62,7.63,1.14,6.34,0.176,0.5,0.8,0.0,-391.5,-263.7,-75.3,1000.2,20.34,3.84,167.62
167.63,7.6,0.735,6.515,0.227,0.6,3.1,2.4,-405.9,-270.9,-88.5,1000.2,20.34,3.84,167.63
167.64,7.465,0.625,6.895,0.371,1.4,2.0,1.1,-405.9,-278.1,-81.9,1000.1,20.34,3.84,167.64
167.65,7.23,0.79,7.005,0.288,-1.2,-0.4,-1.0,-422.7,-261.3,-80.7,1000.1,20.34,3.84,167.65
167.66,7.24,1.05,6.665,0.087,-3.8,-3.3,-2.6,-391.5,-270.9,-83.7,1000.1,20.34,3.84,167.66
167.67,7.525,1.235,6.345,0.11,1.1,-2.0,-2.4,-420.3,-273.3,-81.3,1000.1,20.34,3.84,167.67
167.68,7.62,1.125,6.47,0.249,2.3,2.4,0.7,-413.1,-266.1,-84.3,1000.2,20.34,3.84,167.68
167.69,7.47,0.87,6.735,0.285,0.3,3.2,3.4,-403.5,-261.3,-81.3,1000.1,20.34,3.84,167.69
167.7,7.225,0.82,6.84,0.173,-1.2,0.4,0.6,-396.3,-258.9,-87.3,1000.1,20.34,3.84,167.7
167.71,7.175,1.03,6.745,0.091,-0.7,-2.4,-2.3,-408.3,-266.1,-80.7,1000.1,20.34,3.84,167.71
167.72,7.345,1.155,6.615,0.142,0.3,-0.8,-2.3,-413.1,-268.5,-89.1,1000.1,20.34,3.84,167.72
167.73,7.625,1.1,6.445,0.234,0.9,0.1,-0.2,-405.9,-270.9,-87.9,1000.2,20.34,3.84,167.73
167.74,7.61,0.76,6.41,0.169,-0.5,0.7,0.0,-401.1,-275.7,-85.5,1000.1,20.34,3.84,167.74
167.75,7.535,0.7,6.69,0.291,0.2,0.6,0.2,-410.7,-270.9,-85.5,1000.1,20.34,3.84,167.75
167.76,7.365,0.905,6.98,0.377,2.1,0.0,-1.0,-386.7,-280.5,-81.9,1000.1,20.34,3.84,167.76
167.77,7.155,1.14,6.875,0.178,-2.7,-2.3,-0.7,-408.3,-273.3,-83.7,1000.1,20.34,3.84,167.77
167.78,7.165,1.155,6.445,-0.104,-2.0,-1.3,-0.4,-408.3,-263.7,-85.5,1000.0,20.34,3.84,167.78
167.79,7.585,1.165,6.38,0.17,3.3,2.1,0.0,-389.1,-266.1,-83.1,1000.1,20.34,3.84,167.79
167.8,7.675,0.925,6.58,0.342,2.1,3.2,1.5,-410.7,-278.1,-86.1,1000.2,20.34,3.84,167.8
167.81,7.44,0.675,6.77,0.272,-2.3,1.4,1.7,-405.9,-275.7,-83.7,1000.1,20.34,3.84,167.81
167.82,7.25,0.79,6.79,0.154,-1.2,-2.1,-1.7,-415.5,-268.5,-78.3,1000.1,20.34,3.84,167.82
167.83,7.345,1.105,6.64,0.153,-0.3,-3.4,-3.6,-410.7,-263.7,-78.3,1000.2,20.34,3.84,167.83
167.84,7.355,1.21,6.475,0.063,1.0,-0.6,-0.7,-401.1,-278.1,-86.7,1000.1,20.34,3.84,167.84
167.85,7.425,1.09,6.575,0.167,1.7,2.5,1.3,-413.1,-273.3,-86.1,1000.1,20.34,3.84,167.85
167.86,7.445,0.85,6.785,0.299,0.6,2.5,1.4,-398.7,-280.5,-87.9,1000.1,20.34,3.84,167.86
167.87,7.55,0.79,6.83,0.402,-0.6,0.6,-0.3,-398.7,-266.1,-82.5,1000.1,20.34,3.84,167.87
167.88,7.51,0.895,6.66,0.268,-0.6,-2.2,-2.0,-415.5,-280.5,-88.5,1000.1,20.34,3.84,167.88
167.89,7.3,0.985,6.41,-0.045,-1.4,-1.8,-0.7,-422.7,-266.1,-86.7,1000.2,20.34,3.84,167.89
167.9,7.285,1.07,6.49,0.005,0.2,1.2,1.0,-410.7,-270.9,-79.5,1000.2,20.34,3.84,167.9
167.91,7.39,1.095,6.825,0.309,2.4,1.9,-0.5,-398.7,-258.9,-87.9,1000.1,20.34,3.84,167.91
167.92,7.445,1.02,6.89,0.385,0.4,0.0,-1.2,-417.9,-287.7,-83.7,1000.1,20.34,3.84,167.92
167.93,7.455,0.885,6.68,0.239,-1.8,-0.8,-0.4,-396.3,-270.9,-87.3,1000.2,20.34,3.84,167.93
167.94,7.445,0.87,6.405,0.049,-1.4,-0.7,-0.2,-403.5,-263.7,-87.9,1000.2,20.34,3.84,167.94
167.95,7.445,0.955,6.41,0.061,0.0,0.0,-0.1,-417.9,-263.7,-81.3,1000.1,20.34,3.84,167.95
167.96,7.45,0.965,6.67,0.236,2.1,1.3,-0.1,-408.3,-273.3,-86.1,1000.0,20.34,3.84,167.96
167.97,7.31,0.995,6.905,0.295,0.9,0.6,-0.1,-413.1,-278.1,-86.1,1000.0,20.34,3.84,167.97
167.98,7.265,1.09,6.835,0.224,-1.6,-0.5,-0.3,-408.3,-275.7,-80.1,1000.1,20.34,3.84,167.98
167.99,7.465,1.09,6.6,0.214,-0.4,-0.8,-0.4,-410.7,-275.7,-85.5,1000.1,20.34,3.84,167.99
168.0,7.59,0.955,6.45,0.196,-0.1,-0.6,-1.2,-405.9,-278.1,-77.7,1000.3,20.34,3.84,168.0
168.01,7.46,0.765,6.445,0.078,0.3,0.6,0.3,-408.3,-263.7,-84.3,1000.2,20.34,3.84,168.01
168.02,7.35,0.79,6.775,0.217,1.0,1.7,0.6,-396.3,-275.7,-83.7,1000.1,20.34,3.84,168.02
168.03,7.27,1.025,7.015,0.344,1.0,0.4,-1.0,-405.9,-280.5,-88.5,1000.3,20.34,3.84,168.03
168.04,7.365,1.21,6.825,0.304,-1.8,-1.8,-1.7,-401.1,-268.5,-89.1,1000.2,20.34,3.84,168.04
168.05,7.535,1.105,6.365,0.115,-0.7,-1.4,-0.8,-403.5,-256.5,-82.5,1000.2,20.34,3.84,168.05
168.06,7.725,0.885,6.28,0.185,0.4,0.6,0.4,-413.1,-268.5,-87.9,1000.2,20.34,3.84,168.06
168.07,7.42,0.755,6.57,0.129,0.9,2.6,2.3,-405.9,-270.9,-87.9,1000.2,20.34,3.84,168.07
168.08,7.135,0.91,6.98,0.213,1.4,1.6,0.6,-410.7,-268.5,-84.3,1000.0,20.34,3.84,168.08
168.09,7.085,1.225,7.015,0.235,0.3,-1.7,-2.8,-415.5,-270.9,-86.1,1000.1,20.34,3.84,168.09
168.1,7.4,1.27,6.59,0.18,-0.5,-2.6,-3.1,-413.1,-273.3,-81.3,1000.1,20.34,3.84,168.1
168.11,7.76,1.01,6.255,0.208,-1.1,-0.4,-0.3,-408.3,-285.3,-84.9,1000.2,20.34,3.84,168.11
168.12,7.76,0.66,6.32,0.22,-0.2,1.6,2.0,-393.9,-261.3,-88.5,1000.2,20.34,3.84,168.12
168.13,7.36,0.605,6.7,0.161,1.2,2.6,1.8,-401.1,-258.9,-87.3,1000.2,20.34,3.84,168.13
168.14,7.07,0.895,7.115,0.26,1.5,1.2,-0.2,-393.9,-268.5,-87.3,1000.1,20.34,3.84,168.14
168.15,7.21,1.28,6.94,0.279,0.4,-1.8,-2.4,-401.1,-275.7,-80.1,1000.1,20.34,3.84,168.15
168.16,7.515,1.355,6.505,0.221,-2.0,-2.8,-2.6,-398.7,-263.7,-89.7,1000.1,20.34,3.84,168.16
168.17,7.645,0.975,6.265,0.122,-2.0,-0.4,0.0,-398.7,-268.5,-85.5,1000.2,20.34,3.84,168.17
168.18,7.585,0.665,6.5,0.201,-1.3,2.9,1.9,-405.9,-256.5,-81.3,1000.1,20.34,3.84,168.18
168.19,7.375,0.635,6.8,0.242,2.4,2.1,1.9,-417.9,-282.9,-87.9,1000.1,20.34,3.84,168.19
168.2,7.14,1.015,6.95,0.206,1.3,0.0,-0.9,-413.1,-275.7,-84.3,1000.1,20.34,3.84,168.2
168.21,7.25,1.28,6.755,0.182,1.0,-1.9,-2.8,-415.5,-266.1,-84.3,1000.1,20.34,3.84,168.21
168.22,7.46,1.255,6.48,0.151,-1.7,-2.0,-2.3,-405.9,-275.7,-81.3,1000.1,20.34,3.84,168.22
168.23,7.675,0.91,6.31,0.167,-1.2,-0.1,-0.6,-401.1,-261.3,-90.3,1000.2,20.34,3.84,168.23
168.24,7.69,0.675,6.55,0.314,0.3,1.9,1.7,-415.5,-266.1,-82.5,1000.2,20.34,3.84,168.24
168.25,7.3,0.705,6.81,0.198,0.7,2.0,1.8,-413.1,-266.1,-82.5,1000.1,20.34,3.84,168.25
168.26,7.035,1.005,6.94,0.123,-0.3,-0.9,-0.4,-389.1,-273.3,-82.5,1000.1,20.34,3.84,168.26
168.27,7.195,1.32,6.78,0.164,1.4,-2.0,-3.4,-413.1,-268.5,-80.7,1000.0,20.34,3.84,168.27
168.28,7.59,1.34,6.53,0.292,0.7,-1.0,-2.5,-403.5,-261.3,-84.9,1000.2,20.34,3.84,168.28
168.29,7.71,0.935,6.295,0.187,-1.4,1.0,1.2,-408.3,-280.5,-85.5,1000.2,20.34,3.84,168.29
